ITEM_ID,ADI,CV2,DEMAND_PATTERN
11462,85.5,0.0,Intermittent
11514,85.5,0.281,Intermittent
11739,85.5,0.0,Intermittent
11808,85.5,0.005,Intermittent
11816,85.5,0.0,Intermittent
11841,85.5,0.0,Intermittent
11861,85.5,0.222,Intermittent
15026,85.5,0.0,Intermittent
55003,85.5,0.017,Intermittent
55022,85.5,0.125,Intermittent
55099,85.5,0.0,Intermittent
98062,85.5,0.0,Intermittent
601602,85.5,0.0,Intermittent
679009,85.5,0.0,Intermittent
755008,85.5,0.222,Intermittent
967079,85.5,0.222,Intermittent
967179,85.5,0.222,Intermittent
967519,85.5,0.222,Intermittent
1000099,85.5,0.222,Intermittent
1000822,85.5,0.0,Intermittent
1001265,85.5,0.0,Intermittent
1002089,85.5,0.222,Intermittent
1002091,85.5,0.222,Intermittent
1002259,85.5,0.0,Intermittent
1002628,85.5,0.0,Intermittent
1003530,85.5,0.09,Intermittent
1003775,85.5,0.222,Intermittent
1004129,85.5,0.0,Intermittent
1005481,85.5,0.222,Intermittent
1005864,85.5,0.08,Intermittent
2340009,85.5,0.222,Intermittent
11172,57.0,0.008,Intermittent
11175,57.0,0.041,Intermittent
11178,57.0,0.073,Intermittent
11312,57.0,0.013,Intermittent
11313,57.0,0.041,Intermittent
11317,57.0,0.157,Intermittent
11416,57.0,0.0,Intermittent
11559,57.0,0.0,Intermittent
11719,57.0,0.0,Intermittent
11779,57.0,0.071,Intermittent
11906,57.0,0.0,Intermittent
53036,57.0,0.438,Intermittent
55075,57.0,0.017,Intermittent
55181,57.0,0.062,Intermittent
55860,57.0,0.0,Intermittent
55862,57.0,0.188,Intermittent
430438,57.0,0.48,Intermittent
673159,57.0,0.0,Intermittent
755003,57.0,0.188,Intermittent
824226,57.0,0.333,Intermittent
908009,57.0,0.0,Intermittent
923398,57.0,0.0,Intermittent
932099,57.0,0.188,Intermittent
940118,57.0,0.0,Intermittent
941179,57.0,0.0,Intermittent
944319,57.0,0.0,Intermittent
944328,57.0,0.0,Intermittent
950189,57.0,0.0,Intermittent
950249,57.0,0.0,Intermittent
957005,57.0,0.188,Intermittent
966019,57.0,0.0,Intermittent
966149,57.0,0.0,Intermittent
967189,57.0,0.0,Intermittent
967209,57.0,0.0,Intermittent
979019,57.0,0.0,Intermittent
1001034,57.0,0.0,Intermittent
1001591,57.0,0.188,Intermittent
1001746,57.0,0.188,Intermittent
1001937,57.0,0.0,Intermittent
1001970,57.0,0.0,Intermittent
1002016,57.0,0.188,Intermittent
1002090,57.0,0.188,Intermittent
1002268,57.0,0.0,Intermittent
1002271,57.0,0.188,Intermittent
1002275,57.0,0.0,Intermittent
1002671,57.0,0.245,Intermittent
1002733,57.0,0.0,Intermittent
1002762,57.0,0.0,Intermittent
1002786,57.0,0.328,Intermittent
1003116,57.0,0.48,Intermittent
1003117,57.0,0.48,Intermittent
1003118,57.0,0.25,Intermittent
1003119,57.0,0.25,Intermittent
1003167,57.0,0.48,Intermittent
1003413,57.0,0.0,Intermittent
1003701,57.0,0.446,Intermittent
1003702,57.0,0.48,Intermittent
1003767,57.0,0.0,Intermittent
1003790,57.0,0.188,Intermittent
1004331,57.0,0.16,Intermittent
1005400,57.0,0.188,Intermittent
1005661,57.0,0.107,Intermittent
2100269,57.0,0.0,Intermittent
2180007,57.0,0.0,Intermittent
2180010,57.0,0.0,Intermittent
2180012,57.0,0.0,Intermittent
2180015,57.0,0.0,Intermittent
2220006,57.0,0.0,Intermittent
2220007,57.0,0.188,Intermittent
2230001,57.0,0.0,Intermittent
2340019,57.0,0.188,Intermittent
5220009,57.0,0.0,Intermittent
11255,42.75,0.299,Intermittent
11326,42.75,0.0,Intermittent
11676,42.75,0.16,Intermittent
52057,42.75,0.0,Intermittent
55180,42.75,0.444,Intermittent
55861,42.75,0.16,Intermittent
55869,42.75,0.148,Intermittent
64018,42.75,0.267,Intermittent
68001,42.75,0.213,Intermittent
75504,42.75,0.421,Intermittent
83650,42.75,0.0,Intermittent
86001,42.75,0.16,Intermittent
93028,42.75,0.465,Intermittent
98051,42.75,0.0,Intermittent
103004,42.75,0.444,Intermittent
164202,42.75,0.139,Intermittent
186416,42.75,0.382,Intermittent
523031,42.75,0.16,Intermittent
597040,42.75,0.16,Intermittent
890003,42.75,0.16,Intermittent
902799,42.75,0.0,Intermittent
923019,42.75,0.0,Intermittent
923079,42.75,0.16,Intermittent
928109,42.75,0.16,Intermittent
932039,42.75,0.167,Intermittent
940056,42.75,0.16,Intermittent
944249,42.75,0.148,Intermittent
955049,42.75,0.0,Intermittent
965019,42.75,0.0,Intermittent
967069,42.75,0.082,Intermittent
967549,42.75,0.16,Intermittent
979009,42.75,0.0,Intermittent
987039,42.75,0.0,Intermittent
1000790,42.75,0.0,Intermittent
1001035,42.75,0.0,Intermittent
1001535,42.75,0.469,Intermittent
1001718,42.75,0.0,Intermittent
1001750,42.75,0.0,Intermittent
1001751,42.75,0.0,Intermittent
1001910,42.75,0.461,Intermittent
1001934,42.75,0.0,Intermittent
1001938,42.75,0.0,Intermittent
1002017,42.75,0.148,Intermittent
1002267,42.75,0.0,Intermittent
1002763,42.75,0.0,Intermittent
1003111,42.75,0.299,Intermittent
1003112,42.75,0.444,Intermittent
1003114,42.75,0.444,Intermittent
1003121,42.75,0.299,Intermittent
1003428,42.75,0.0,Intermittent
1003469,42.75,0.477,Intermittent
1003924,42.75,0.148,Intermittent
1004150,42.75,0.16,Intermittent
1004151,42.75,0.0,Intermittent
1005281,42.75,0.299,Intermittent
2230000,42.75,0.0,Intermittent
2230004,42.75,0.0,Intermittent
11227,34.2,0.355,Intermittent
11284,34.2,0.139,Intermittent
11407,34.2,0.0,Intermittent
11474,34.2,0.0,Intermittent
11767,34.2,0.0,Intermittent
11819,34.2,0.486,Intermittent
11820,34.2,0.0,Intermittent
11823,34.2,0.38,Intermittent
11825,34.2,0.325,Intermittent
15057,34.2,0.0,Intermittent
19505,34.2,0.312,Intermittent
25255,34.2,0.0,Intermittent
55047,34.2,0.139,Intermittent
55069,34.2,0.0,Intermittent
55085,34.2,0.0,Intermittent
55118,34.2,0.0,Intermittent
83509,34.2,0.0,Intermittent
98052,34.2,0.0,Intermittent
98061,34.2,0.0,Intermittent
103009,34.2,0.0,Intermittent
108001,34.2,0.0,Intermittent
164028,34.2,0.0,Intermittent
170026,34.2,0.026,Intermittent
170028,34.2,0.139,Intermittent
175005,34.2,0.139,Intermittent
272124,34.2,0.227,Intermittent
290606,34.2,0.0,Intermittent
305656,34.2,0.087,Intermittent
410013,34.2,0.0,Intermittent
430553,34.2,0.139,Intermittent
430805,34.2,0.0,Intermittent
498170,34.2,0.139,Intermittent
518018,34.2,0.0,Intermittent
518019,34.2,0.0,Intermittent
525005,34.2,0.153,Intermittent
601055,34.2,0.014,Intermittent
683057,34.2,0.351,Intermittent
902039,34.2,0.0,Intermittent
912079,34.2,0.226,Intermittent
915049,34.2,0.139,Intermittent
932029,34.2,0.216,Intermittent
940529,34.2,0.0,Intermittent
967449,34.2,0.139,Intermittent
967539,34.2,0.139,Intermittent
1000419,34.2,0.095,Intermittent
1000864,34.2,0.0,Intermittent
1001036,34.2,0.0,Intermittent
1002265,34.2,0.0,Intermittent
1002273,34.2,0.005,Intermittent
1002500,34.2,0.0,Intermittent
1003120,34.2,0.312,Intermittent
1003180,34.2,0.0,Intermittent
1003211,34.2,0.0,Intermittent
1003478,34.2,0.448,Intermittent
1003931,34.2,0.0,Intermittent
1003932,34.2,0.0,Intermittent
1003934,34.2,0.139,Intermittent
1004273,34.2,0.377,Intermittent
1004307,34.2,0.139,Intermittent
2050002,34.2,0.0,Intermittent
2220005,34.2,0.0,Intermittent
2280004,34.2,0.139,Intermittent
2320019,34.2,0.0,Intermittent
5130016,34.2,0.139,Intermittent
11307,28.5,0.367,Intermittent
11419,28.5,0.122,Intermittent
11461,28.5,0.0,Intermittent
11469,28.5,0.122,Intermittent
11512,28.5,0.033,Intermittent
11625,28.5,0.0,Intermittent
11678,28.5,0.0,Intermittent
11706,28.5,0.0,Intermittent
11845,28.5,0.0,Intermittent
11905,28.5,0.122,Intermittent
19025,28.5,0.122,Intermittent
19215,28.5,0.122,Intermittent
55020,28.5,0.307,Intermittent
55045,28.5,0.0,Intermittent
55955,28.5,0.0,Intermittent
93020,28.5,0.133,Intermittent
129074,28.5,0.0,Intermittent
130105,28.5,0.122,Intermittent
175007,28.5,0.467,Intermittent
285166,28.5,0.0,Intermittent
290205,28.5,0.206,Intermittent
305650,28.5,0.0,Intermittent
368005,28.5,0.122,Intermittent
410009,28.5,0.0,Intermittent
542007,28.5,0.0,Intermittent
597176,28.5,0.384,Intermittent
674116,28.5,0.0,Intermittent
755004,28.5,0.168,Intermittent
770005,28.5,0.0,Intermittent
824185,28.5,0.347,Intermittent
909009,28.5,0.169,Intermittent
915159,28.5,0.122,Intermittent
922139,28.5,0.375,Intermittent
932019,28.5,0.096,Intermittent
944509,28.5,0.0,Intermittent
988069,28.5,0.0,Intermittent
1000010,28.5,0.036,Intermittent
1001033,28.5,0.122,Intermittent
1001254,28.5,0.278,Intermittent
1002510,28.5,0.133,Intermittent
1002788,28.5,0.375,Intermittent
1003866,28.5,0.0,Intermittent
1004063,28.5,0.0,Intermittent
1004064,28.5,0.0,Intermittent
1005236,28.5,0.158,Intermittent
1005613,28.5,0.408,Intermittent
2020088,28.5,0.355,Intermittent
2180001,28.5,0.0,Intermittent
2180013,28.5,0.217,Intermittent
2230003,28.5,0.15,Intermittent
5200001,28.5,0.0,Intermittent
5640003,28.5,0.133,Intermittent
11114,24.43,0.171,Intermittent
11269,24.43,0.334,Intermittent
12015,24.43,0.0,Intermittent
15040,24.43,0.194,Intermittent
19085,24.43,0.101,Intermittent
19135,24.43,0.146,Intermittent
25215,24.43,0.109,Intermittent
55039,24.43,0.109,Intermittent
55205,24.43,0.0,Intermittent
67007,24.43,0.447,Intermittent
75014,24.43,0.159,Intermittent
83703,24.43,0.0,Intermittent
98042,24.43,0.303,Intermittent
98049,24.43,0.14,Intermittent
274019,24.43,0.321,Intermittent
313117,24.43,0.269,Intermittent
380305,24.43,0.0,Intermittent
693105,24.43,0.396,Intermittent
902800,24.43,0.144,Intermittent
928189,24.43,0.138,Intermittent
936239,24.43,0.0,Intermittent
941309,24.43,0.0,Intermittent
950079,24.43,0.109,Intermittent
953029,24.43,0.0,Intermittent
1000071,24.43,0.109,Intermittent
1000863,24.43,0.109,Intermittent
1000865,24.43,0.0,Intermittent
1000867,24.43,0.0,Intermittent
1001470,24.43,0.144,Intermittent
1001471,24.43,0.109,Intermittent
1001534,24.43,0.001,Intermittent
1002027,24.43,0.109,Intermittent
1005086,24.43,0.144,Intermittent
2180000,24.43,0.0,Intermittent
5040013,24.43,0.109,Intermittent
11228,21.38,0.485,Intermittent
11266,21.38,0.257,Intermittent
11409,21.38,0.099,Intermittent
11556,21.38,0.292,Intermittent
11741,21.38,0.124,Intermittent
11818,21.38,0.354,Intermittent
11843,21.38,0.099,Intermittent
12035,21.38,0.086,Intermittent
15041,21.38,0.254,Intermittent
19015,21.38,0.0,Intermittent
19609,21.38,0.293,Intermittent
25125,21.38,0.0,Intermittent
32007,21.38,0.099,Intermittent
38009,21.38,0.022,Intermittent
55025,21.38,0.0,Intermittent
55187,21.38,0.354,Intermittent
60011,21.38,0.186,Intermittent
75003,21.38,0.2,Intermittent
75709,21.38,0.137,Intermittent
76200,21.38,0.0,Intermittent
98060,21.38,0.107,Intermittent
105035,21.38,0.007,Intermittent
140226,21.38,0.099,Intermittent
159000,21.38,0.0,Intermittent
185106,21.38,0.299,Intermittent
350002,21.38,0.0,Intermittent
430491,21.38,0.0,Intermittent
500603,21.38,0.006,Intermittent
677009,21.38,0.099,Intermittent
759103,21.38,0.099,Intermittent
902191,21.38,0.137,Intermittent
941269,21.38,0.0,Intermittent
941319,21.38,0.142,Intermittent
944479,21.38,0.099,Intermittent
1002013,21.38,0.099,Intermittent
1002026,21.38,0.318,Intermittent
1002765,21.38,0.32,Intermittent
1002766,21.38,0.0,Intermittent
1002777,21.38,0.099,Intermittent
1003923,21.38,0.281,Intermittent
5150014,21.38,0.399,Intermittent
11171,19.0,0.346,Intermittent
11268,19.0,0.226,Intermittent
11345,19.0,0.138,Intermittent
11772,19.0,0.13,Intermittent
11844,19.0,0.116,Intermittent
15029,19.0,0.09,Intermittent
19001,19.0,0.0,Intermittent
27307,19.0,0.16,Intermittent
32014,19.0,0.079,Intermittent
33001,19.0,0.0,Intermittent
35035,19.0,0.321,Intermittent
36025,19.0,0.094,Intermittent
55137,19.0,0.281,Intermittent
98050,19.0,0.0,Intermittent
129075,19.0,0.309,Intermittent
170515,19.0,0.123,Intermittent
178155,19.0,0.129,Intermittent
305652,19.0,0.0,Intermittent
376000,19.0,0.129,Intermittent
477617,19.0,0.469,Intermittent
597269,19.0,0.062,Intermittent
600156,19.0,0.281,Intermittent
936009,19.0,0.0,Intermittent
936160,19.0,0.115,Intermittent
940051,19.0,0.0,Intermittent
940539,19.0,0.253,Intermittent
941239,19.0,0.13,Intermittent
944489,19.0,0.0,Intermittent
944529,19.0,0.0,Intermittent
944539,19.0,0.0,Intermittent
955059,19.0,0.128,Intermittent
1000069,19.0,0.0,Intermittent
1000761,19.0,0.184,Intermittent
1000871,19.0,0.0,Intermittent
1001150,19.0,0.425,Intermittent
1001636,19.0,0.13,Intermittent
1002025,19.0,0.13,Intermittent
1002496,19.0,0.09,Intermittent
2340029,19.0,0.09,Intermittent
11173,17.1,0.21,Intermittent
11239,17.1,0.22,Intermittent
11267,17.1,0.201,Intermittent
11840,17.1,0.404,Intermittent
15019,17.1,0.27,Intermittent
15043,17.1,0.123,Intermittent
19115,17.1,0.169,Intermittent
25155,17.1,0.27,Intermittent
26409,17.1,0.21,Intermittent
42016,17.1,0.149,Intermittent
42054,17.1,0.083,Intermittent
55172,17.1,0.24,Intermittent
55194,17.1,0.313,Intermittent
67024,17.1,0.041,Intermittent
69114,17.1,0.167,Intermittent
80105,17.1,0.0,Intermittent
83535,17.1,0.051,Intermittent
86008,17.1,0.023,Intermittent
93010,17.1,0.174,Intermittent
93013,17.1,0.136,Intermittent
164025,17.1,0.123,Intermittent
164029,17.1,0.066,Intermittent
164200,17.1,0.102,Intermittent
170153,17.1,0.138,Intermittent
241009,17.1,0.123,Intermittent
272117,17.1,0.467,Intermittent
350015,17.1,0.411,Intermittent
360435,17.1,0.387,Intermittent
430898,17.1,0.0,Intermittent
507103,17.1,0.0,Intermittent
601015,17.1,0.311,Intermittent
824225,17.1,0.391,Intermittent
912119,17.1,0.083,Intermittent
922039,17.1,0.358,Intermittent
922149,17.1,0.138,Intermittent
940560,17.1,0.0,Intermittent
968039,17.1,0.0,Intermittent
987019,17.1,0.0,Intermittent
1000018,17.1,0.0,Intermittent
1000050,17.1,0.0,Intermittent
1000872,17.1,0.083,Intermittent
1000873,17.1,0.0,Intermittent
1001641,17.1,0.083,Intermittent
1003512,17.1,0.123,Intermittent
5030017,17.1,0.442,Intermittent
5040006,17.1,0.0,Intermittent
11382,15.55,0.049,Intermittent
11418,15.55,0.076,Intermittent
11592,15.55,0.0,Intermittent
11791,15.55,0.215,Intermittent
15045,15.55,0.0,Intermittent
15048,15.55,0.074,Intermittent
25235,15.55,0.046,Intermittent
55129,15.55,0.03,Intermittent
55139,15.55,0.117,Intermittent
55175,15.55,0.109,Intermittent
64025,15.55,0.183,Intermittent
83525,15.55,0.28,Intermittent
136105,15.55,0.161,Intermittent
170157,15.55,0.231,Intermittent
175009,15.55,0.26,Intermittent
185105,15.55,0.356,Intermittent
304005,15.55,0.074,Intermittent
305655,15.55,0.109,Intermittent
410012,15.55,0.0,Intermittent
430502,15.55,0.181,Intermittent
488522,15.55,0.253,Intermittent
488531,15.55,0.258,Intermittent
600137,15.55,0.022,Intermittent
601001,15.55,0.084,Intermittent
750817,15.55,0.025,Intermittent
750935,15.55,0.325,Intermittent
824227,15.55,0.189,Intermittent
902801,15.55,0.076,Intermittent
1000068,15.55,0.076,Intermittent
1001149,15.55,0.289,Intermittent
1001154,15.55,0.449,Intermittent
1002491,15.55,0.451,Intermittent
1003930,15.55,0.076,Intermittent
2220004,15.55,0.0,Intermittent
2300039,15.55,0.26,Intermittent
5030039,15.55,0.036,Intermittent
5640006,15.55,0.392,Intermittent
11331,14.25,0.111,Intermittent
11406,14.25,0.0,Intermittent
11472,14.25,0.0,Intermittent
11846,14.25,0.203,Intermittent
11859,14.25,0.366,Intermittent
14118,14.25,0.22,Intermittent
21705,14.25,0.072,Intermittent
32013,14.25,0.189,Intermittent
35037,14.25,0.464,Intermittent
55115,14.25,0.159,Intermittent
55223,14.25,0.071,Intermittent
83155,14.25,0.247,Intermittent
119023,14.25,0.071,Intermittent
167317,14.25,0.023,Intermittent
290097,14.25,0.237,Intermittent
340105,14.25,0.0,Intermittent
568099,14.25,0.071,Intermittent
601515,14.25,0.071,Intermittent
770025,14.25,0.01,Intermittent
941299,14.25,0.239,Intermittent
965009,14.25,0.071,Intermittent
1001148,14.25,0.131,Intermittent
11858,13.15,0.075,Intermittent
11982,13.15,0.094,Intermittent
15022,13.15,0.0,Intermittent
25225,13.15,0.0,Intermittent
38035,13.15,0.226,Intermittent
39105,13.15,0.095,Intermittent
39106,13.15,0.084,Intermittent
55615,13.15,0.072,Intermittent
75016,13.15,0.161,Intermittent
75515,13.15,0.065,Intermittent
84016,13.15,0.064,Intermittent
140245,13.15,0.0,Intermittent
167305,13.15,0.393,Intermittent
172102,13.15,0.231,Intermittent
185108,13.15,0.328,Intermittent
490150,13.15,0.204,Intermittent
824060,13.15,0.318,Intermittent
963019,13.15,0.237,Intermittent
11422,12.21,0.284,Intermittent
11433,12.21,0.484,Intermittent
12005,12.21,0.124,Intermittent
12036,12.21,0.0,Intermittent
15027,12.21,0.062,Intermittent
15046,12.21,0.101,Intermittent
33007,12.21,0.219,Intermittent
84017,12.21,0.264,Intermittent
290098,12.21,0.135,Intermittent
312104,12.21,0.194,Intermittent
485004,12.21,0.231,Intermittent
488530,12.21,0.187,Intermittent
750960,12.21,0.227,Intermittent
912039,12.21,0.133,Intermittent
928089,12.21,0.062,Intermittent
932249,12.21,0.101,Intermittent
936729,12.21,0.0,Intermittent
1000072,12.21,0.133,Intermittent
1000722,12.21,0.314,Intermittent
1002457,12.21,0.412,Intermittent
1002676,12.21,0.399,Intermittent
2100299,12.21,0.062,Intermittent
5030038,12.21,0.062,Intermittent
5640001,12.21,0.284,Intermittent
11585,11.4,0.059,Intermittent
11704,11.4,0.141,Intermittent
11885,11.4,0.208,Intermittent
12012,11.4,0.391,Intermittent
15004,11.4,0.403,Intermittent
15015,11.4,0.119,Intermittent
15017,11.4,0.126,Intermittent
21707,11.4,0.298,Intermittent
25064,11.4,0.487,Intermittent
55112,11.4,0.177,Intermittent
76207,11.4,0.252,Intermittent
83015,11.4,0.435,Intermittent
274012,11.4,0.218,Intermittent
305653,11.4,0.042,Intermittent
922129,11.4,0.131,Intermittent
956221,11.4,0.0,Intermittent
1000870,11.4,0.204,Intermittent
1002455,11.4,0.22,Intermittent
1003933,11.4,0.131,Intermittent
2020065,11.4,0.119,Intermittent
11842,10.69,0.288,Intermittent
14006,10.69,0.188,Intermittent
19605,10.69,0.202,Intermittent
25095,10.69,0.055,Intermittent
36010,10.69,0.279,Intermittent
75013,10.69,0.211,Intermittent
75502,10.69,0.122,Intermittent
98056,10.69,0.087,Intermittent
140002,10.69,0.408,Intermittent
140109,10.69,0.074,Intermittent
477306,10.69,0.092,Intermittent
490158,10.69,0.017,Intermittent
950069,10.69,0.055,Intermittent
1001973,10.69,0.347,Intermittent
1001974,10.69,0.273,Intermittent
2020075,10.69,0.151,Intermittent
11265,10.06,0.277,Intermittent
11595,10.06,0.028,Intermittent
11998,10.06,0.358,Intermittent
14155,10.06,0.326,Intermittent
15000,10.06,0.112,Intermittent
15056,10.06,0.016,Intermittent
26403,10.06,0.243,Intermittent
27300,10.06,0.102,Intermittent
75055,10.06,0.058,Intermittent
368015,10.06,0.366,Intermittent
597039,10.06,0.37,Intermittent
601601,10.06,0.164,Intermittent
940069,10.06,0.125,Intermittent
963039,10.06,0.207,Intermittent
974029,10.06,0.316,Intermittent
1001432,10.06,0.199,Intermittent
1001621,10.06,0.201,Intermittent
1002456,10.06,0.296,Intermittent
5030025,10.06,0.0,Intermittent
11975,9.5,0.05,Intermittent
19555,9.5,0.237,Intermittent
25112,9.5,0.424,Intermittent
35025,9.5,0.151,Intermittent
38026,9.5,0.374,Intermittent
66055,9.5,0.145,Intermittent
75011,9.5,0.298,Intermittent
83154,9.5,0.458,Intermittent
687288,9.5,0.015,Intermittent
922029,9.5,0.194,Intermittent
974009,9.5,0.486,Intermittent
1001247,9.5,0.123,Intermittent
1001351,9.5,0.2,Intermittent
11322,9.0,0.15,Intermittent
11769,9.0,0.08,Intermittent
15010,9.0,0.272,Intermittent
25075,9.0,0.048,Intermittent
55089,9.0,0.11,Intermittent
55495,9.0,0.395,Intermittent
272114,9.0,0.404,Intermittent
292014,9.0,0.198,Intermittent
902279,9.0,0.487,Intermittent
940119,9.0,0.292,Intermittent
1001431,9.0,0.35,Intermittent
5040012,9.0,0.081,Intermittent
55035,8.55,0.449,Intermittent
55086,8.55,0.222,Intermittent
55125,8.55,0.17,Intermittent
117012,8.55,0.152,Intermittent
956469,8.55,0.419,Intermittent
2280001,8.55,0.345,Intermittent
11847,8.14,0.046,Intermittent
16105,8.14,0.095,Intermittent
83515,8.14,0.407,Intermittent
518072,8.14,0.12,Intermittent
941109,8.14,0.244,Intermittent
11475,7.77,0.265,Intermittent
11555,7.77,0.23,Intermittent
11566,7.77,0.073,Intermittent
25105,7.77,0.173,Intermittent
55221,7.77,0.142,Intermittent
114145,7.77,0.113,Intermittent
485002,7.77,0.165,Intermittent
601600,7.77,0.214,Intermittent
687283,7.77,0.422,Intermittent
912019,7.77,0.393,Intermittent
940117,7.77,0.112,Intermittent
940811,7.77,0.128,Intermittent
11264,7.43,0.458,Intermittent
11352,7.43,0.181,Intermittent
11725,7.43,0.135,Intermittent
11946,7.43,0.04,Intermittent
42055,7.43,0.101,Intermittent
280015,7.43,0.0,Intermittent
312027,7.43,0.445,Intermittent
322155,7.43,0.04,Intermittent
677007,7.43,0.175,Intermittent
940089,7.43,0.181,Intermittent
1001152,7.43,0.34,Intermittent
2280002,7.43,0.231,Intermittent
11735,7.12,0.135,Intermittent
11945,7.12,0.296,Intermittent
12002,7.12,0.336,Intermittent
15002,7.12,0.478,Intermittent
25115,7.12,0.123,Intermittent
167315,7.12,0.255,Intermittent
280005,7.12,0.031,Intermittent
524112,7.12,0.391,Intermittent
613005,7.12,0.228,Intermittent
679005,7.12,0.329,Intermittent
750857,7.12,0.104,Intermittent
1001749,7.12,0.129,Intermittent
1002895,7.12,0.445,Intermittent
2060019,7.12,0.233,Intermittent
2300029,7.12,0.0,Intermittent
15042,6.84,0.088,Intermittent
52104,6.84,0.104,Intermittent
677035,6.84,0.286,Intermittent
687287,6.84,0.375,Intermittent
901049,6.84,0.298,Intermittent
11582,6.58,0.128,Intermittent
11999,6.58,0.405,Intermittent
15044,6.58,0.114,Intermittent
17332,6.58,0.328,Intermittent
37005,6.58,0.06,Intermittent
51226,6.58,0.24,Intermittent
55015,6.58,0.267,Intermittent
281094,6.58,0.164,Intermittent
940108,6.58,0.114,Intermittent
1001155,6.58,0.357,Intermittent
11112,6.33,0.299,Intermittent
25085,6.33,0.059,Intermittent
28106,6.33,0.135,Intermittent
55145,6.33,0.238,Intermittent
83504,6.33,0.188,Intermittent
477055,6.33,0.232,Intermittent
1001156,6.33,0.281,Intermittent
11113,6.11,0.404,Intermittent
11835,6.11,0.097,Intermittent
15005,6.11,0.207,Intermittent
25062,6.11,0.313,Intermittent
75519,6.11,0.121,Intermittent
83005,6.11,0.196,Intermittent
211005,6.11,0.393,Intermittent
272115,6.11,0.268,Intermittent
613006,6.11,0.174,Intermittent
1000874,6.11,0.189,Intermittent
1001911,6.11,0.371,Intermittent
2060039,6.11,0.294,Intermittent
2280003,6.11,0.195,Intermittent
2300019,6.11,0.097,Intermittent
19008,5.9,0.376,Intermittent
67025,5.9,0.347,Intermittent
119022,5.9,0.219,Intermittent
750965,5.9,0.429,Intermittent
924189,5.9,0.406,Intermittent
1001747,5.9,0.301,Intermittent
5200000,5.9,0.132,Intermittent
11557,5.7,0.0,Intermittent
42002,5.7,0.163,Intermittent
55136,5.7,0.437,Intermittent
55476,5.7,0.456,Intermittent
64016,5.7,0.077,Intermittent
86005,5.7,0.341,Intermittent
240007,5.7,0.296,Intermittent
683135,5.7,0.236,Intermittent
1001246,5.7,0.284,Intermittent
2020045,5.7,0.119,Intermittent
5040011,5.7,0.0,Intermittent
35005,5.52,0.087,Intermittent
38002,5.52,0.478,Intermittent
