store_id,item_id,so_number,delivery_date,delivered_qty,unfilled_qty,delivery_status,order_qty
STR_E02,2840016014,SO_20240122_STR_E02_0010,2024-01-24,55.0,15.0,PARTIAL_DELIVERY,70.0
STR_E02,4900005010,SO_20240122_STR_E02_0010,2024-01-24,123.0,0.0,FULL_DELIVERY,123.0
STR_W01,1200080994,SO_20240122_STR_W01_0011,2024-01-24,64.0,0.0,FULL_DELIVERY,64.0
STR_W01,2840016014,SO_20240122_STR_W01_0011,2024-01-24,69.0,0.0,FULL_DELIVERY,69.0
STR_W01,4900005010,SO_20240122_STR_W01_0011,2024-01-24,66.0,0.0,FULL_DELIVERY,66.0
STR_E02,2840016014,SO_20240122_STR_E02_0010,2024-01-26,15.0,0.0,FULL_DELIVERY,70.0
STR_E01,1200080994,SO_20240129_STR_E01_0012,2024-01-31,210.0,0.0,FULL_DELIVERY,210.0
STR_E01,2840016014,SO_20240129_STR_E01_0012,2024-01-31,94.0,0.0,FULL_DELIVERY,94.0
STR_E01,4900005010,SO_20240129_STR_E01_0012,2024-01-31,121.0,0.0,FULL_DELIVERY,121.0
STR_E02,1200080994,SO_20240129_STR_E02_0013,2024-01-31,164.0,0.0,FULL_DELIVERY,164.0
STR_E02,2840016014,SO_20240129_STR_E02_0013,2024-01-31,90.0,0.0,FULL_DELIVERY,90.0
STR_E02,4900005010,SO_20240129_STR_E02_0013,2024-01-31,145.0,0.0,FULL_DELIVERY,145.0
STR_W01,1200080994,SO_20240129_STR_W01_0014,2024-01-31,168.0,0.0,FULL_DELIVERY,168.0
STR_W01,2840016014,SO_20240129_STR_W01_0014,2024-01-31,102.0,0.0,FULL_DELIVERY,102.0
STR_W01,4900005010,SO_20240129_STR_W01_0014,2024-01-31,129.0,0.0,FULL_DELIVERY,129.0
STR_E01,2840016014,SO_20240205_STR_E01_0015,2024-02-07,213.0,0.0,FULL_DELIVERY,213.0
STR_E02,1200080994,SO_20240205_STR_E02_0016,2024-02-07,370.0,0.0,FULL_DELIVERY,370.0
STR_E02,2840016014,SO_20240205_STR_E02_0016,2024-02-07,98.0,0.0,FULL_DELIVERY,207.0
STR_E02,4900005010,SO_20240205_STR_E02_0016,2024-02-07,63.0,0.0,FULL_DELIVERY,286.0
STR_W01,1200080994,SO_20240205_STR_W01_0017,2024-02-07,345.0,0.0,FULL_DELIVERY,345.0
STR_W01,2840016014,SO_20240205_STR_W01_0017,2024-02-07,192.0,0.0,FULL_DELIVERY,192.0
STR_W01,4900005010,SO_20240205_STR_W01_0017,2024-02-07,305.0,0.0,FULL_DELIVERY,305.0
STR_E01,1200080994,SO_20240205_STR_E01_0015,2024-02-08,306.0,0.0,FULL_DELIVERY,306.0
STR_E01,4900005010,SO_20240205_STR_E01_0015,2024-02-09,282.0,0.0,FULL_DELIVERY,282.0
STR_E02,2840016014,SO_20240212_STR_E02_0018,2024-02-14,174.0,0.0,FULL_DELIVERY,174.0
STR_E02,4900005010,SO_20240212_STR_E02_0018,2024-02-14,265.0,51.0,PARTIAL_DELIVERY,316.0
STR_E02,4900005010,SO_20240212_STR_E02_0018,2024-02-16,51.0,0.0,FULL_DELIVERY,316.0
STR_E01,1200080994,SO_20240219_STR_E01_0019,2024-02-21,164.0,0.0,FULL_DELIVERY,164.0
STR_E01,2840016014,SO_20240219_STR_E01_0019,2024-02-21,138.0,0.0,FULL_DELIVERY,138.0
STR_E01,4900005010,SO_20240219_STR_E01_0019,2024-02-21,122.0,0.0,FULL_DELIVERY,122.0
STR_E02,1200080994,SO_20240219_STR_E02_0020,2024-02-21,148.0,0.0,FULL_DELIVERY,148.0
STR_W01,1200080994,SO_20240219_STR_W01_0021,2024-02-21,157.0,0.0,FULL_DELIVERY,157.0
STR_W01,2840016014,SO_20240219_STR_W01_0021,2024-02-21,98.0,24.0,PARTIAL_DELIVERY,122.0
STR_W01,4900005010,SO_20240219_STR_W01_0021,2024-02-21,161.0,0.0,FULL_DELIVERY,161.0
STR_W01,2840016014,SO_20240219_STR_W01_0021,2024-02-23,24.0,0.0,FULL_DELIVERY,122.0
STR_E02,2840016014,SO_20240226_STR_E02_0022,2024-02-28,118.0,0.0,FULL_DELIVERY,118.0
STR_E01,2840016014,SO_20240311_STR_E01_0023,2024-03-13,148.0,0.0,FULL_DELIVERY,148.0
STR_E01,4900005010,SO_20240311_STR_E01_0023,2024-03-13,71.0,0.0,FULL_DELIVERY,71.0
STR_E02,2840016014,SO_20240311_STR_E02_0024,2024-03-13,74.0,0.0,FULL_DELIVERY,74.0
STR_E02,4900005010,SO_20240311_STR_E02_0024,2024-03-13,101.0,0.0,FULL_DELIVERY,101.0
STR_W01,2840016014,SO_20240311_STR_W01_0025,2024-03-13,121.0,0.0,FULL_DELIVERY,121.0
STR_E01,4900005010,SO_20240318_STR_E01_0026,2024-03-20,64.0,0.0,FULL_DELIVERY,64.0
STR_E02,1200080994,SO_20240318_STR_E02_0027,2024-03-20,82.0,0.0,FULL_DELIVERY,82.0
STR_E02,4900005010,SO_20240318_STR_E02_0027,2024-03-20,66.0,0.0,FULL_DELIVERY,66.0
STR_W01,2840016014,SO_20240318_STR_W01_0028,2024-03-20,72.0,0.0,FULL_DELIVERY,72.0
STR_W01,4900005010,SO_20240318_STR_W01_0028,2024-03-20,103.0,0.0,FULL_DELIVERY,103.0
STR_W01,1200080994,SO_20240318_STR_W01_0028,2024-03-21,81.0,0.0,FULL_DELIVERY,81.0
STR_E01,1200080994,SO_20240318_STR_E01_0026,2024-03-22,105.0,0.0,FULL_DELIVERY,105.0
STR_E01,1200080994,SO_20240325_STR_E01_0029,2024-03-27,108.0,0.0,FULL_DELIVERY,108.0
STR_E01,2840016014,SO_20240325_STR_E01_0029,2024-03-27,151.0,0.0,FULL_DELIVERY,151.0
STR_E01,4900005010,SO_20240325_STR_E01_0029,2024-03-27,113.0,0.0,FULL_DELIVERY,113.0
STR_E02,1200080994,SO_20240325_STR_E02_0030,2024-03-27,132.0,0.0,FULL_DELIVERY,132.0
STR_E02,2840016014,SO_20240325_STR_E02_0030,2024-03-27,151.0,0.0,FULL_DELIVERY,151.0
STR_E02,4900005010,SO_20240325_STR_E02_0030,2024-03-27,104.0,0.0,FULL_DELIVERY,104.0
STR_W01,1200080994,SO_20240325_STR_W01_0031,2024-03-27,135.0,0.0,FULL_DELIVERY,135.0
STR_W01,4900005010,SO_20240325_STR_W01_0031,2024-03-27,94.0,0.0,FULL_DELIVERY,94.0
STR_W01,2840016014,SO_20240325_STR_W01_0031,2024-03-28,59.0,31.0,PARTIAL_DELIVERY,90.0
STR_W01,2840016014,SO_20240325_STR_W01_0031,2024-03-30,31.0,0.0,FULL_DELIVERY,90.0
STR_E01,1200080994,SO_20240401_STR_E01_0032,2024-04-03,360.0,0.0,FULL_DELIVERY,360.0
STR_E01,2840016014,SO_20240401_STR_E01_0032,2024-04-03,211.0,0.0,FULL_DELIVERY,211.0
STR_E01,4900005010,SO_20240401_STR_E01_0032,2024-04-03,322.0,0.0,FULL_DELIVERY,322.0
STR_E02,1200080994,SO_20240401_STR_E02_0033,2024-04-03,78.0,0.0,FULL_DELIVERY,397.0
STR_E02,2840016014,SO_20240401_STR_E02_0033,2024-04-03,167.0,0.0,FULL_DELIVERY,224.0
STR_E02,4900005010,SO_20240401_STR_E02_0033,2024-04-03,298.0,0.0,FULL_DELIVERY,298.0
STR_W01,2840016014,SO_20240401_STR_W01_0034,2024-04-03,144.0,51.0,PARTIAL_DELIVERY,195.0
STR_W01,4900005010,SO_20240401_STR_W01_0034,2024-04-03,179.0,0.0,FULL_DELIVERY,298.0
STR_W01,1200080994,SO_20240401_STR_W01_0034,2024-04-05,210.0,0.0,FULL_DELIVERY,386.0
STR_W01,2840016014,SO_20240401_STR_W01_0034,2024-04-05,51.0,0.0,FULL_DELIVERY,195.0
STR_E02,1200080994,SO_20240408_STR_E02_0035,2024-04-10,444.0,0.0,FULL_DELIVERY,444.0
STR_E02,2840016014,SO_20240408_STR_E02_0035,2024-04-10,139.0,0.0,FULL_DELIVERY,139.0
STR_E02,4900005010,SO_20240408_STR_E02_0035,2024-04-10,112.0,0.0,FULL_DELIVERY,112.0
STR_W01,1200080994,SO_20240408_STR_W01_0036,2024-04-10,250.0,0.0,FULL_DELIVERY,250.0
STR_W01,2840016014,SO_20240408_STR_W01_0036,2024-04-10,100.0,0.0,FULL_DELIVERY,100.0
STR_W01,4900005010,SO_20240408_STR_W01_0036,2024-04-10,217.0,0.0,FULL_DELIVERY,217.0
STR_E01,1200080994,SO_20240415_STR_E01_0037,2024-04-17,158.0,0.0,FULL_DELIVERY,158.0
STR_E01,2840016014,SO_20240415_STR_E01_0037,2024-04-17,147.0,0.0,FULL_DELIVERY,147.0
STR_E01,4900005010,SO_20240415_STR_E01_0037,2024-04-17,179.0,0.0,FULL_DELIVERY,179.0
STR_E02,2840016014,SO_20240422_STR_E02_0038,2024-04-24,142.0,0.0,FULL_DELIVERY,142.0
STR_E02,4900005010,SO_20240422_STR_E02_0038,2024-04-24,146.0,0.0,FULL_DELIVERY,146.0
STR_W01,2840016014,SO_20240422_STR_W01_0039,2024-04-24,150.0,0.0,FULL_DELIVERY,150.0
STR_W01,4900005010,SO_20240422_STR_W01_0039,2024-04-24,137.0,0.0,FULL_DELIVERY,137.0
STR_E01,2840016014,SO_20240429_STR_E01_0040,2024-05-01,115.0,0.0,FULL_DELIVERY,115.0
STR_E01,4900005010,SO_20240506_STR_E01_0041,2024-05-08,76.0,0.0,FULL_DELIVERY,76.0
STR_E02,2840016014,SO_20240506_STR_E02_0042,2024-05-08,96.0,0.0,FULL_DELIVERY,96.0
STR_W01,1200080994,SO_20240506_STR_W01_0043,2024-05-08,84.0,0.0,FULL_DELIVERY,84.0
STR_W01,2840016014,SO_20240506_STR_W01_0043,2024-05-08,78.0,0.0,FULL_DELIVERY,78.0
STR_E01,1200080994,SO_20240513_STR_E01_0044,2024-05-15,159.0,0.0,FULL_DELIVERY,159.0
STR_E01,2840016014,SO_20240513_STR_E01_0044,2024-05-15,146.0,0.0,FULL_DELIVERY,146.0
STR_E01,4900005010,SO_20240513_STR_E01_0044,2024-05-15,86.0,0.0,FULL_DELIVERY,86.0
STR_E02,4900005010,SO_20240513_STR_E02_0045,2024-05-15,122.0,0.0,FULL_DELIVERY,122.0
STR_W01,1200080994,SO_20240513_STR_W01_0046,2024-05-15,92.0,0.0,FULL_DELIVERY,92.0
STR_W01,4900005010,SO_20240513_STR_W01_0046,2024-05-15,106.0,0.0,FULL_DELIVERY,106.0
STR_E02,1200080994,SO_20240513_STR_E02_0045,2024-05-17,126.0,0.0,FULL_DELIVERY,126.0
STR_E01,4900005010,SO_20240520_STR_E01_0047,2024-05-22,81.0,0.0,FULL_DELIVERY,81.0
STR_E02,1200080994,SO_20240520_STR_E02_0048,2024-05-22,90.0,0.0,FULL_DELIVERY,90.0
STR_E02,2840016014,SO_20240520_STR_E02_0048,2024-05-22,137.0,0.0,FULL_DELIVERY,137.0
STR_E02,4900005010,SO_20240520_STR_E02_0048,2024-05-22,93.0,0.0,FULL_DELIVERY,93.0
STR_W01,1200080994,SO_20240520_STR_W01_0049,2024-05-22,94.0,0.0,FULL_DELIVERY,94.0
STR_W01,2840016014,SO_20240520_STR_W01_0049,2024-05-22,149.0,0.0,FULL_DELIVERY,149.0
STR_W01,4900005010,SO_20240520_STR_W01_0049,2024-05-22,72.0,0.0,FULL_DELIVERY,72.0
STR_E01,1200080994,SO_20240527_STR_E01_0050,2024-05-29,223.0,0.0,FULL_DELIVERY,223.0
STR_E01,2840016014,SO_20240527_STR_E01_0050,2024-05-29,169.0,0.0,FULL_DELIVERY,169.0
STR_E01,4900005010,SO_20240527_STR_E01_0050,2024-05-29,111.0,0.0,FULL_DELIVERY,111.0
STR_E02,1200080994,SO_20240527_STR_E02_0051,2024-05-29,64.0,0.0,FULL_DELIVERY,141.0
STR_E02,2840016014,SO_20240527_STR_E02_0051,2024-05-29,112.0,0.0,FULL_DELIVERY,112.0
STR_E02,4900005010,SO_20240527_STR_E02_0051,2024-05-29,106.0,0.0,FULL_DELIVERY,106.0
STR_W01,1200080994,SO_20240527_STR_W01_0052,2024-05-29,125.0,0.0,FULL_DELIVERY,125.0
STR_W01,4900005010,SO_20240527_STR_W01_0052,2024-05-29,96.0,0.0,FULL_DELIVERY,96.0
STR_W01,2840016014,SO_20240527_STR_W01_0052,2024-05-30,113.0,0.0,FULL_DELIVERY,113.0
STR_E01,1200080994,SO_20240603_STR_E01_0053,2024-06-05,416.0,0.0,FULL_DELIVERY,416.0
STR_E01,2840016014,SO_20240603_STR_E01_0053,2024-06-05,177.0,0.0,FULL_DELIVERY,244.0
STR_E01,4900005010,SO_20240603_STR_E01_0053,2024-06-05,332.0,0.0,FULL_DELIVERY,332.0
STR_E02,1200080994,SO_20240603_STR_E02_0054,2024-06-05,72.0,0.0,FULL_DELIVERY,405.0
STR_E02,4900005010,SO_20240603_STR_E02_0054,2024-06-05,219.0,0.0,FULL_DELIVERY,369.0
STR_W01,1200080994,SO_20240603_STR_W01_0055,2024-06-05,267.0,0.0,FULL_DELIVERY,412.0
STR_W01,2840016014,SO_20240603_STR_W01_0055,2024-06-05,251.0,0.0,FULL_DELIVERY,251.0
STR_W01,4900005010,SO_20240603_STR_W01_0055,2024-06-05,266.0,0.0,FULL_DELIVERY,359.0
STR_E01,2840016014,SO_20240610_STR_E01_0056,2024-06-12,162.0,0.0,FULL_DELIVERY,162.0
STR_E02,1200080994,SO_20240610_STR_E02_0057,2024-06-12,446.0,0.0,FULL_DELIVERY,446.0
STR_E02,2840016014,SO_20240610_STR_E02_0057,2024-06-12,308.0,0.0,FULL_DELIVERY,308.0
STR_W01,4900005010,SO_20240610_STR_W01_0058,2024-06-12,185.0,0.0,FULL_DELIVERY,185.0
STR_E02,4900005010,SO_20240610_STR_E02_0057,2024-06-13,254.0,0.0,FULL_DELIVERY,254.0
STR_W01,1200080994,SO_20240610_STR_W01_0058,2024-06-14,250.0,0.0,FULL_DELIVERY,250.0
STR_E01,1200080994,SO_20240617_STR_E01_0059,2024-06-19,207.0,0.0,FULL_DELIVERY,207.0
STR_E01,4900005010,SO_20240617_STR_E01_0059,2024-06-19,169.0,0.0,FULL_DELIVERY,169.0
STR_W01,2840016014,SO_20240617_STR_W01_0060,2024-06-19,187.0,0.0,FULL_DELIVERY,187.0
STR_E01,2840016014,SO_20240624_STR_E01_0061,2024-06-26,129.0,0.0,FULL_DELIVERY,129.0
STR_E02,2840016014,SO_20240624_STR_E02_0062,2024-06-26,126.0,0.0,FULL_DELIVERY,126.0
STR_W01,4900005010,SO_20240624_STR_W01_0063,2024-06-27,149.0,0.0,FULL_DELIVERY,149.0
STR_E02,4900005010,SO_20240701_STR_E02_0064,2024-07-03,94.0,0.0,FULL_DELIVERY,94.0
STR_W01,2840016014,SO_20240701_STR_W01_0065,2024-07-03,92.0,0.0,FULL_DELIVERY,92.0
STR_W01,1200080994,SO_20240701_STR_W01_0065,2024-07-05,93.0,0.0,FULL_DELIVERY,93.0
STR_E01,1200080994,SO_20240708_STR_E01_0066,2024-07-10,436.0,0.0,FULL_DELIVERY,436.0
STR_E01,2840016014,SO_20240708_STR_E01_0066,2024-07-10,278.0,0.0,FULL_DELIVERY,278.0
STR_E01,4900005010,SO_20240708_STR_E01_0066,2024-07-10,202.0,134.0,PARTIAL_DELIVERY,336.0
STR_E02,1200080994,SO_20240708_STR_E02_0067,2024-07-10,283.0,0.0,FULL_DELIVERY,429.0
STR_E02,2840016014,SO_20240708_STR_E02_0067,2024-07-10,248.0,0.0,FULL_DELIVERY,248.0
STR_E02,4900005010,SO_20240708_STR_E02_0067,2024-07-10,307.0,0.0,FULL_DELIVERY,307.0
STR_W01,1200080994,SO_20240708_STR_W01_0068,2024-07-10,345.0,0.0,FULL_DELIVERY,443.0
STR_W01,2840016014,SO_20240708_STR_W01_0068,2024-07-10,198.0,0.0,FULL_DELIVERY,198.0
STR_W01,4900005010,SO_20240708_STR_W01_0068,2024-07-10,173.0,93.0,PARTIAL_DELIVERY,303.0
STR_E01,4900005010,SO_20240708_STR_E01_0066,2024-07-12,134.0,0.0,FULL_DELIVERY,336.0
STR_W01,4900005010,SO_20240708_STR_W01_0068,2024-07-12,93.0,0.0,FULL_DELIVERY,303.0
STR_E02,1200080994,SO_20240715_STR_E02_0069,2024-07-17,259.0,0.0,FULL_DELIVERY,259.0
STR_W01,1200080994,SO_20240715_STR_W01_0070,2024-07-17,228.0,0.0,FULL_DELIVERY,228.0
STR_W01,4900005010,SO_20240715_STR_W01_0070,2024-07-17,148.0,0.0,FULL_DELIVERY,148.0
STR_E01,1200080994,SO_20240722_STR_E01_0071,2024-07-24,208.0,0.0,FULL_DELIVERY,208.0
STR_E01,2840016014,SO_20240722_STR_E01_0071,2024-07-24,160.0,0.0,FULL_DELIVERY,160.0
STR_E01,4900005010,SO_20240722_STR_E01_0071,2024-07-24,189.0,0.0,FULL_DELIVERY,189.0
STR_E02,2840016014,SO_20240722_STR_E02_0072,2024-07-24,173.0,0.0,FULL_DELIVERY,173.0
STR_E02,4900005010,SO_20240722_STR_E02_0072,2024-07-24,194.0,0.0,FULL_DELIVERY,194.0
STR_W01,2840016014,SO_20240722_STR_W01_0073,2024-07-24,164.0,0.0,FULL_DELIVERY,164.0
STR_W01,4900005010,SO_20240729_STR_W01_0074,2024-07-31,137.0,0.0,FULL_DELIVERY,137.0
STR_E01,2840016014,SO_20240812_STR_E01_0075,2024-08-14,152.0,0.0,FULL_DELIVERY,152.0
STR_E01,4900005010,SO_20240812_STR_E01_0075,2024-08-14,107.0,0.0,FULL_DELIVERY,107.0
STR_E02,1200080994,SO_20240812_STR_E02_0076,2024-08-14,106.0,0.0,FULL_DELIVERY,106.0
STR_E02,2840016014,SO_20240812_STR_E02_0076,2024-08-14,147.0,0.0,FULL_DELIVERY,147.0
STR_E02,4900005010,SO_20240812_STR_E02_0076,2024-08-14,96.0,0.0,FULL_DELIVERY,96.0
STR_W01,1200080994,SO_20240812_STR_W01_0077,2024-08-14,88.0,0.0,FULL_DELIVERY,88.0
STR_W01,2840016014,SO_20240812_STR_W01_0077,2024-08-14,102.0,44.0,PARTIAL_DELIVERY,146.0
STR_W01,2840016014,SO_20240812_STR_W01_0077,2024-08-16,44.0,0.0,FULL_DELIVERY,146.0
STR_E01,1200080994,SO_20240819_STR_E01_0078,2024-08-21,406.0,0.0,FULL_DELIVERY,406.0
STR_E01,2840016014,SO_20240819_STR_E01_0078,2024-08-21,205.0,0.0,FULL_DELIVERY,205.0
STR_E01,4900005010,SO_20240819_STR_E01_0078,2024-08-21,334.0,0.0,FULL_DELIVERY,334.0
STR_E02,1200080994,SO_20240819_STR_E02_0079,2024-08-21,406.0,0.0,FULL_DELIVERY,406.0
STR_E02,2840016014,SO_20240819_STR_E02_0079,2024-08-21,180.0,0.0,FULL_DELIVERY,222.0
STR_E02,4900005010,SO_20240819_STR_E02_0079,2024-08-21,212.0,0.0,FULL_DELIVERY,340.0
STR_W01,1200080994,SO_20240819_STR_W01_0080,2024-08-21,401.0,0.0,FULL_DELIVERY,401.0
STR_W01,2840016014,SO_20240819_STR_W01_0080,2024-08-21,197.0,0.0,FULL_DELIVERY,243.0
STR_W01,4900005010,SO_20240819_STR_W01_0080,2024-08-21,309.0,0.0,FULL_DELIVERY,337.0
STR_E02,2840016014,SO_20240826_STR_E02_0081,2024-08-28,121.0,0.0,FULL_DELIVERY,121.0
STR_E02,4900005010,SO_20240826_STR_E02_0081,2024-08-28,219.0,0.0,FULL_DELIVERY,219.0
STR_W01,2840016014,SO_20240826_STR_W01_0082,2024-08-28,137.0,0.0,FULL_DELIVERY,137.0
STR_E01,4900005010,SO_20240902_STR_E01_0083,2024-09-04,234.0,0.0,FULL_DELIVERY,234.0
STR_E02,1200080994,SO_20240902_STR_E02_0084,2024-09-04,227.0,0.0,FULL_DELIVERY,227.0
STR_E02,2840016014,SO_20240902_STR_E02_0084,2024-09-04,69.0,37.0,PARTIAL_DELIVERY,106.0
STR_W01,1200080994,SO_20240902_STR_W01_0085,2024-09-04,259.0,0.0,FULL_DELIVERY,259.0
STR_W01,4900005010,SO_20240902_STR_W01_0085,2024-09-04,203.0,0.0,FULL_DELIVERY,203.0
STR_E01,2840016014,SO_20240902_STR_E01_0083,2024-09-05,186.0,0.0,FULL_DELIVERY,186.0
STR_E01,1200080994,SO_20240902_STR_E01_0083,2024-09-06,221.0,0.0,FULL_DELIVERY,221.0
STR_E02,2840016014,SO_20240902_STR_E02_0084,2024-09-06,37.0,0.0,FULL_DELIVERY,106.0
STR_E01,1200080994,SO_20240909_STR_E01_0086,2024-09-11,389.0,0.0,FULL_DELIVERY,389.0
STR_E01,2840016014,SO_20240909_STR_E01_0086,2024-09-11,199.0,0.0,FULL_DELIVERY,199.0
STR_E01,4900005010,SO_20240909_STR_E01_0086,2024-09-11,307.0,0.0,FULL_DELIVERY,307.0
STR_E02,1200080994,SO_20240909_STR_E02_0087,2024-09-11,392.0,0.0,FULL_DELIVERY,392.0
STR_E02,2840016014,SO_20240909_STR_E02_0087,2024-09-11,208.0,0.0,FULL_DELIVERY,208.0
STR_E02,4900005010,SO_20240909_STR_E02_0087,2024-09-11,392.0,0.0,FULL_DELIVERY,401.0
STR_W01,1200080994,SO_20240909_STR_W01_0088,2024-09-11,381.0,0.0,FULL_DELIVERY,381.0
STR_W01,2840016014,SO_20240909_STR_W01_0088,2024-09-11,314.0,0.0,FULL_DELIVERY,314.0
STR_W01,4900005010,SO_20240909_STR_W01_0088,2024-09-11,310.0,0.0,FULL_DELIVERY,310.0
STR_E01,2840016014,SO_20240930_STR_E01_0089,2024-10-02,126.0,0.0,FULL_DELIVERY,126.0
STR_E02,2840016014,SO_20240930_STR_E02_0090,2024-10-02,140.0,0.0,FULL_DELIVERY,140.0
STR_W01,2840016014,SO_20240930_STR_W01_0091,2024-10-02,130.0,0.0,FULL_DELIVERY,130.0
STR_E01,2840016014,SO_20241014_STR_E01_0092,2024-10-16,90.0,0.0,FULL_DELIVERY,90.0
STR_E01,4900005010,SO_20241014_STR_E01_0092,2024-10-16,82.0,0.0,FULL_DELIVERY,82.0
STR_E02,2840016014,SO_20241014_STR_E02_0093,2024-10-16,71.0,15.0,PARTIAL_DELIVERY,86.0
STR_E02,4900005010,SO_20241014_STR_E02_0093,2024-10-16,148.0,0.0,FULL_DELIVERY,148.0
STR_W01,2840016014,SO_20241014_STR_W01_0094,2024-10-16,54.0,28.0,PARTIAL_DELIVERY,82.0
STR_W01,4900005010,SO_20241014_STR_W01_0094,2024-10-16,122.0,0.0,FULL_DELIVERY,122.0
STR_W01,2840016014,SO_20241014_STR_W01_0094,2024-10-18,28.0,0.0,FULL_DELIVERY,82.0
STR_E02,2840016014,SO_20241014_STR_E02_0093,2024-10-19,15.0,0.0,FULL_DELIVERY,86.0
STR_E01,1200080994,SO_20241021_STR_E01_0095,2024-10-23,136.0,0.0,FULL_DELIVERY,136.0
STR_E01,2840016014,SO_20241021_STR_E01_0095,2024-10-23,87.0,0.0,FULL_DELIVERY,87.0
STR_E02,1200080994,SO_20241021_STR_E02_0096,2024-10-23,135.0,0.0,FULL_DELIVERY,135.0
STR_E02,2840016014,SO_20241021_STR_E02_0096,2024-10-23,81.0,0.0,FULL_DELIVERY,81.0
STR_W01,1200080994,SO_20241021_STR_W01_0097,2024-10-23,121.0,0.0,FULL_DELIVERY,121.0
STR_W01,4900005010,SO_20241021_STR_W01_0097,2024-10-24,98.0,0.0,FULL_DELIVERY,98.0
STR_E01,4900005010,SO_20241021_STR_E01_0095,2024-10-25,84.0,0.0,FULL_DELIVERY,84.0
STR_W01,2840016014,SO_20241021_STR_W01_0097,2024-10-25,85.0,0.0,FULL_DELIVERY,85.0
STR_E01,1200080994,SO_20241028_STR_E01_0098,2024-10-30,73.0,19.0,PARTIAL_DELIVERY,92.0
STR_E01,2840016014,SO_20241028_STR_E01_0098,2024-10-30,91.0,0.0,FULL_DELIVERY,91.0
STR_E01,4900005010,SO_20241028_STR_E01_0098,2024-10-30,89.0,0.0,FULL_DELIVERY,89.0
STR_E02,1200080994,SO_20241028_STR_E02_0099,2024-10-30,84.0,0.0,FULL_DELIVERY,84.0
STR_E02,2840016014,SO_20241028_STR_E02_0099,2024-10-30,94.0,0.0,FULL_DELIVERY,94.0
STR_E02,4900005010,SO_20241028_STR_E02_0099,2024-10-30,153.0,0.0,FULL_DELIVERY,153.0
STR_W01,1200080994,SO_20241028_STR_W01_0100,2024-10-30,55.0,25.0,PARTIAL_DELIVERY,80.0
STR_W01,2840016014,SO_20241028_STR_W01_0100,2024-10-30,79.0,0.0,FULL_DELIVERY,79.0
STR_W01,4900005010,SO_20241028_STR_W01_0100,2024-10-30,82.0,0.0,FULL_DELIVERY,82.0
STR_E01,1200080994,SO_20241028_STR_E01_0098,2024-11-01,19.0,0.0,FULL_DELIVERY,92.0
STR_W01,1200080994,SO_20241028_STR_W01_0100,2024-11-01,25.0,0.0,FULL_DELIVERY,80.0
STR_E01,2840016014,SO_20241104_STR_E01_0101,2024-11-06,92.0,0.0,FULL_DELIVERY,92.0
STR_E01,4900005010,SO_20241104_STR_E01_0101,2024-11-06,78.0,0.0,FULL_DELIVERY,78.0
STR_E02,4900005010,SO_20241104_STR_E02_0102,2024-11-06,79.0,0.0,FULL_DELIVERY,79.0
