store_id,item_id,date,week,on_hand_qty,on_order_qty,inventory_status,woc
DC_EAST,1200080994,2024-01-03,2024-W01,513.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-03,2024-W01,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-03,2024-W01,490.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-03,2024-W01,292.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-03,2024-W01,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-03,2024-W01,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-04,2024-W01,161.0,0.0,AVAILABLE,2.49
STR_E01,2840016014,2024-01-04,2024-W01,208.0,0.0,AVAILABLE,3.5
STR_E01,4900005010,2024-01-04,2024-W01,166.0,0.0,AVAILABLE,2.96
STR_E02,1200080994,2024-01-04,2024-W01,108.0,0.0,AVAILABLE,2.06
STR_E02,2840016014,2024-01-04,2024-W01,187.0,0.0,AVAILABLE,3.24
STR_E02,4900005010,2024-01-04,2024-W01,100.0,0.0,LOW,1.73
STR_W01,1200080994,2024-01-04,2024-W01,104.0,0.0,LOW,1.86
STR_W01,2840016014,2024-01-04,2024-W01,181.0,0.0,AVAILABLE,2.65
STR_W01,4900005010,2024-01-04,2024-W01,184.0,0.0,AVAILABLE,2.92
DC_EAST,1200080994,2024-01-04,2024-W01,513.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-04,2024-W01,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-04,2024-W01,490.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-04,2024-W01,292.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-04,2024-W01,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-04,2024-W01,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-05,2024-W01,153.0,0.0,AVAILABLE,2.43
STR_E01,2840016014,2024-01-05,2024-W01,200.0,0.0,AVAILABLE,3.4
STR_E01,4900005010,2024-01-05,2024-W01,158.0,0.0,AVAILABLE,2.82
STR_E02,1200080994,2024-01-05,2024-W01,100.0,0.0,LOW,1.88
STR_E02,2840016014,2024-01-05,2024-W01,180.0,0.0,AVAILABLE,3.21
STR_E02,4900005010,2024-01-05,2024-W01,91.0,0.0,LOW,1.55
STR_W01,1200080994,2024-01-05,2024-W01,95.0,0.0,LOW,1.66
STR_W01,2840016014,2024-01-05,2024-W01,175.0,0.0,AVAILABLE,2.78
STR_W01,4900005010,2024-01-05,2024-W01,178.0,0.0,AVAILABLE,3.03
DC_EAST,1200080994,2024-01-05,2024-W01,513.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-05,2024-W01,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-05,2024-W01,490.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-05,2024-W01,292.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-05,2024-W01,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-05,2024-W01,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-06,2024-W01,145.0,0.0,AVAILABLE,2.35
STR_E01,2840016014,2024-01-06,2024-W01,192.0,0.0,AVAILABLE,3.29
STR_E01,4900005010,2024-01-06,2024-W01,148.0,0.0,AVAILABLE,2.54
STR_E02,1200080994,2024-01-06,2024-W01,93.0,0.0,LOW,1.77
STR_E02,2840016014,2024-01-06,2024-W01,174.0,0.0,AVAILABLE,3.24
STR_E02,4900005010,2024-01-06,2024-W01,82.0,0.0,LOW,1.38
STR_W01,1200080994,2024-01-06,2024-W01,87.0,0.0,LOW,1.52
STR_W01,2840016014,2024-01-06,2024-W01,167.0,0.0,AVAILABLE,2.7
STR_W01,4900005010,2024-01-06,2024-W01,170.0,0.0,AVAILABLE,2.91
DC_EAST,1200080994,2024-01-06,2024-W01,513.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-06,2024-W01,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-06,2024-W01,490.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-06,2024-W01,292.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-06,2024-W01,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-06,2024-W01,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-07,2024-W01,137.0,0.0,AVAILABLE,2.25
STR_E01,2840016014,2024-01-07,2024-W01,183.0,0.0,AVAILABLE,3.1
STR_E01,4900005010,2024-01-07,2024-W01,140.0,0.0,AVAILABLE,2.41
STR_E02,1200080994,2024-01-07,2024-W01,84.0,0.0,LOW,1.56
STR_E02,2840016014,2024-01-07,2024-W01,163.0,0.0,AVAILABLE,2.86
STR_E02,4900005010,2024-01-07,2024-W01,72.0,0.0,LOW,1.18
STR_W01,1200080994,2024-01-07,2024-W01,78.0,0.0,LOW,1.34
STR_W01,2840016014,2024-01-07,2024-W01,158.0,0.0,AVAILABLE,2.55
STR_W01,4900005010,2024-01-07,2024-W01,162.0,0.0,AVAILABLE,2.79
DC_EAST,1200080994,2024-01-07,2024-W01,513.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-07,2024-W01,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-07,2024-W01,490.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-07,2024-W01,292.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-07,2024-W01,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-07,2024-W01,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-08,2024-W02,128.0,0.0,AVAILABLE,2.09
STR_E01,2840016014,2024-01-08,2024-W02,174.0,0.0,AVAILABLE,2.92
STR_E01,4900005010,2024-01-08,2024-W02,135.0,0.0,AVAILABLE,2.45
STR_E02,1200080994,2024-01-08,2024-W02,73.0,0.0,LOW,1.28
STR_E02,2840016014,2024-01-08,2024-W02,152.0,0.0,AVAILABLE,2.55
STR_E02,4900005010,2024-01-08,2024-W02,64.0,0.0,LOW,1.06
STR_W01,1200080994,2024-01-08,2024-W02,71.0,0.0,LOW,1.25
STR_W01,2840016014,2024-01-08,2024-W02,150.0,0.0,AVAILABLE,2.45
STR_W01,4900005010,2024-01-08,2024-W02,152.0,0.0,AVAILABLE,2.55
DC_EAST,1200080994,2024-01-08,2024-W02,513.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-08,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-08,2024-W02,490.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-08,2024-W02,292.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-08,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-08,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-09,2024-W02,119.0,0.0,LOW,1.94
STR_E01,2840016014,2024-01-09,2024-W02,162.0,0.0,AVAILABLE,2.6
STR_E01,4900005010,2024-01-09,2024-W02,129.0,0.0,AVAILABLE,2.4
STR_E02,1200080994,2024-01-09,2024-W02,64.0,98.0,LOW,1.11
STR_E02,2840016014,2024-01-09,2024-W02,140.0,0.0,AVAILABLE,2.25
STR_E02,4900005010,2024-01-09,2024-W02,57.0,117.0,LOW,0.96
STR_W01,1200080994,2024-01-09,2024-W02,64.0,100.0,LOW,1.14
STR_W01,2840016014,2024-01-09,2024-W02,142.0,0.0,AVAILABLE,2.34
STR_W01,4900005010,2024-01-09,2024-W02,143.0,0.0,AVAILABLE,2.39
DC_EAST,1200080994,2024-01-09,2024-W02,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-09,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-09,2024-W02,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-09,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-09,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-09,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-10,2024-W02,111.0,0.0,LOW,1.82
STR_E01,2840016014,2024-01-10,2024-W02,154.0,0.0,AVAILABLE,2.5
STR_E01,4900005010,2024-01-10,2024-W02,119.0,0.0,AVAILABLE,2.15
STR_E02,1200080994,2024-01-10,2024-W02,156.0,0.0,AVAILABLE,2.79
STR_E02,2840016014,2024-01-10,2024-W02,132.0,0.0,AVAILABLE,2.14
STR_E02,4900005010,2024-01-10,2024-W02,167.0,0.0,AVAILABLE,2.87
STR_W01,1200080994,2024-01-10,2024-W02,156.0,0.0,AVAILABLE,2.79
STR_W01,2840016014,2024-01-10,2024-W02,133.0,0.0,AVAILABLE,2.18
STR_W01,4900005010,2024-01-10,2024-W02,132.0,0.0,AVAILABLE,2.14
DC_EAST,1200080994,2024-01-10,2024-W02,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-10,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-10,2024-W02,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-10,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-10,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-10,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-11,2024-W02,103.0,0.0,LOW,1.7
STR_E01,2840016014,2024-01-11,2024-W02,145.0,0.0,AVAILABLE,2.35
STR_E01,4900005010,2024-01-11,2024-W02,110.0,0.0,LOW,1.96
STR_E02,1200080994,2024-01-11,2024-W02,149.0,0.0,AVAILABLE,2.69
STR_E02,2840016014,2024-01-11,2024-W02,121.0,0.0,LOW,1.92
STR_E02,4900005010,2024-01-11,2024-W02,159.0,0.0,AVAILABLE,2.75
STR_W01,1200080994,2024-01-11,2024-W02,148.0,0.0,AVAILABLE,2.64
STR_W01,2840016014,2024-01-11,2024-W02,124.0,0.0,AVAILABLE,2.03
STR_W01,4900005010,2024-01-11,2024-W02,122.0,0.0,LOW,1.96
DC_EAST,1200080994,2024-01-11,2024-W02,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-11,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-11,2024-W02,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-11,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-11,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-11,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-12,2024-W02,94.0,0.0,LOW,1.55
STR_E01,2840016014,2024-01-12,2024-W02,136.0,0.0,AVAILABLE,2.2
STR_E01,4900005010,2024-01-12,2024-W02,102.0,0.0,LOW,1.82
STR_E02,1200080994,2024-01-12,2024-W02,138.0,0.0,AVAILABLE,2.41
STR_E02,2840016014,2024-01-12,2024-W02,111.0,0.0,LOW,1.75
STR_E02,4900005010,2024-01-12,2024-W02,151.0,0.0,AVAILABLE,2.61
STR_W01,1200080994,2024-01-12,2024-W02,139.0,0.0,AVAILABLE,2.46
STR_W01,2840016014,2024-01-12,2024-W02,114.0,0.0,LOW,1.84
STR_W01,4900005010,2024-01-12,2024-W02,113.0,0.0,LOW,1.81
DC_EAST,1200080994,2024-01-12,2024-W02,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-12,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-12,2024-W02,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-12,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-12,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-12,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-13,2024-W02,87.0,0.0,LOW,1.46
STR_E01,2840016014,2024-01-13,2024-W02,127.0,0.0,AVAILABLE,2.05
STR_E01,4900005010,2024-01-13,2024-W02,94.0,0.0,LOW,1.68
STR_E02,1200080994,2024-01-13,2024-W02,128.0,0.0,AVAILABLE,2.2
STR_E02,2840016014,2024-01-13,2024-W02,104.0,0.0,LOW,1.67
STR_E02,4900005010,2024-01-13,2024-W02,138.0,0.0,AVAILABLE,2.29
STR_W01,1200080994,2024-01-13,2024-W02,130.0,0.0,AVAILABLE,2.28
STR_W01,2840016014,2024-01-13,2024-W02,106.0,0.0,LOW,1.73
STR_W01,4900005010,2024-01-13,2024-W02,105.0,0.0,LOW,1.7
DC_EAST,1200080994,2024-01-13,2024-W02,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-13,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-13,2024-W02,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-13,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-13,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-13,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-14,2024-W02,77.0,0.0,LOW,1.27
STR_E01,2840016014,2024-01-14,2024-W02,117.0,0.0,LOW,1.87
STR_E01,4900005010,2024-01-14,2024-W02,82.0,0.0,LOW,1.41
STR_E02,1200080994,2024-01-14,2024-W02,119.0,0.0,AVAILABLE,2.03
STR_E02,2840016014,2024-01-14,2024-W02,95.0,0.0,LOW,1.52
STR_E02,4900005010,2024-01-14,2024-W02,131.0,0.0,AVAILABLE,2.2
STR_W01,1200080994,2024-01-14,2024-W02,120.0,0.0,AVAILABLE,2.07
STR_W01,2840016014,2024-01-14,2024-W02,98.0,0.0,LOW,1.61
STR_W01,4900005010,2024-01-14,2024-W02,97.0,0.0,LOW,1.58
DC_EAST,1200080994,2024-01-14,2024-W02,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-14,2024-W02,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-14,2024-W02,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-14,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-14,2024-W02,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-14,2024-W02,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-15,2024-W03,70.0,0.0,LOW,1.17
STR_E01,2840016014,2024-01-15,2024-W03,107.0,0.0,LOW,1.7
STR_E01,4900005010,2024-01-15,2024-W03,75.0,0.0,LOW,1.31
STR_E02,1200080994,2024-01-15,2024-W03,111.0,0.0,LOW,1.9
STR_E02,2840016014,2024-01-15,2024-W03,87.0,0.0,LOW,1.4
STR_E02,4900005010,2024-01-15,2024-W03,123.0,0.0,AVAILABLE,2.08
STR_W01,1200080994,2024-01-15,2024-W03,111.0,0.0,LOW,1.9
STR_W01,2840016014,2024-01-15,2024-W03,90.0,0.0,LOW,1.48
STR_W01,4900005010,2024-01-15,2024-W03,87.0,0.0,LOW,1.4
DC_EAST,1200080994,2024-01-15,2024-W03,415.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-15,2024-W03,355.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-15,2024-W03,373.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-15,2024-W03,192.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-15,2024-W03,192.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-15,2024-W03,206.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-16,2024-W03,61.0,109.0,LOW,1.02
STR_E01,2840016014,2024-01-16,2024-W03,98.0,82.0,LOW,1.56
STR_E01,4900005010,2024-01-16,2024-W03,66.0,97.0,LOW,1.14
STR_E02,1200080994,2024-01-16,2024-W03,102.0,64.0,LOW,1.74
STR_E02,2840016014,2024-01-16,2024-W03,77.0,99.0,LOW,1.23
STR_E02,4900005010,2024-01-16,2024-W03,111.0,0.0,LOW,1.83
STR_W01,1200080994,2024-01-16,2024-W03,102.0,64.0,LOW,1.74
STR_W01,2840016014,2024-01-16,2024-W03,81.0,92.0,LOW,1.33
STR_W01,4900005010,2024-01-16,2024-W03,75.0,99.0,LOW,1.18
DC_EAST,1200080994,2024-01-16,2024-W03,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-16,2024-W03,174.0,456.0,AVAILABLE,
DC_EAST,4900005010,2024-01-16,2024-W03,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-16,2024-W03,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-16,2024-W03,100.0,204.0,AVAILABLE,
DC_WEST,4900005010,2024-01-16,2024-W03,107.0,204.0,AVAILABLE,
STR_E01,1200080994,2024-01-17,2024-W03,162.0,0.0,AVAILABLE,2.71
STR_E01,2840016014,2024-01-17,2024-W03,90.0,82.0,LOW,1.44
STR_E01,4900005010,2024-01-17,2024-W03,152.0,0.0,AVAILABLE,2.58
STR_E02,1200080994,2024-01-17,2024-W03,154.0,0.0,AVAILABLE,2.56
STR_E02,2840016014,2024-01-17,2024-W03,168.0,0.0,AVAILABLE,2.7
STR_E02,4900005010,2024-01-17,2024-W03,103.0,0.0,LOW,1.7
STR_W01,1200080994,2024-01-17,2024-W03,157.0,0.0,AVAILABLE,2.67
STR_W01,2840016014,2024-01-17,2024-W03,71.0,92.0,LOW,1.16
STR_W01,4900005010,2024-01-17,2024-W03,166.0,0.0,AVAILABLE,2.63
DC_EAST,1200080994,2024-01-17,2024-W03,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-17,2024-W03,174.0,456.0,AVAILABLE,
DC_EAST,4900005010,2024-01-17,2024-W03,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-17,2024-W03,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-17,2024-W03,100.0,204.0,AVAILABLE,
DC_WEST,4900005010,2024-01-17,2024-W03,107.0,204.0,AVAILABLE,
STR_E01,1200080994,2024-01-18,2024-W03,155.0,0.0,AVAILABLE,2.62
STR_E01,2840016014,2024-01-18,2024-W03,83.0,82.0,LOW,1.34
STR_E01,4900005010,2024-01-18,2024-W03,143.0,0.0,AVAILABLE,2.42
STR_E02,1200080994,2024-01-18,2024-W03,146.0,0.0,AVAILABLE,2.44
STR_E02,2840016014,2024-01-18,2024-W03,157.0,0.0,AVAILABLE,2.49
STR_E02,4900005010,2024-01-18,2024-W03,94.0,0.0,LOW,1.55
STR_W01,1200080994,2024-01-18,2024-W03,146.0,0.0,AVAILABLE,2.44
STR_W01,2840016014,2024-01-18,2024-W03,155.0,0.0,AVAILABLE,2.54
STR_W01,4900005010,2024-01-18,2024-W03,159.0,0.0,AVAILABLE,2.56
DC_EAST,1200080994,2024-01-18,2024-W03,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-18,2024-W03,174.0,456.0,AVAILABLE,
DC_EAST,4900005010,2024-01-18,2024-W03,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-18,2024-W03,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-18,2024-W03,100.0,204.0,AVAILABLE,
DC_WEST,4900005010,2024-01-18,2024-W03,107.0,204.0,AVAILABLE,
STR_E01,1200080994,2024-01-19,2024-W03,148.0,0.0,AVAILABLE,2.53
STR_E01,2840016014,2024-01-19,2024-W03,155.0,0.0,AVAILABLE,2.49
STR_E01,4900005010,2024-01-19,2024-W03,132.0,0.0,AVAILABLE,2.2
STR_E02,1200080994,2024-01-19,2024-W03,139.0,0.0,AVAILABLE,2.34
STR_E02,2840016014,2024-01-19,2024-W03,148.0,0.0,AVAILABLE,2.35
STR_E02,4900005010,2024-01-19,2024-W03,84.0,0.0,LOW,1.37
STR_W01,1200080994,2024-01-19,2024-W03,138.0,0.0,AVAILABLE,2.31
STR_W01,2840016014,2024-01-19,2024-W03,148.0,0.0,AVAILABLE,2.45
STR_W01,4900005010,2024-01-19,2024-W03,149.0,0.0,AVAILABLE,2.38
DC_EAST,1200080994,2024-01-19,2024-W03,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-19,2024-W03,174.0,456.0,AVAILABLE,
DC_EAST,4900005010,2024-01-19,2024-W03,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-19,2024-W03,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-19,2024-W03,100.0,204.0,AVAILABLE,
DC_WEST,4900005010,2024-01-19,2024-W03,311.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-20,2024-W03,140.0,0.0,AVAILABLE,2.4
STR_E01,2840016014,2024-01-20,2024-W03,144.0,0.0,AVAILABLE,2.29
STR_E01,4900005010,2024-01-20,2024-W03,124.0,0.0,AVAILABLE,2.07
STR_E02,1200080994,2024-01-20,2024-W03,128.0,0.0,AVAILABLE,2.13
STR_E02,2840016014,2024-01-20,2024-W03,137.0,0.0,AVAILABLE,2.15
STR_E02,4900005010,2024-01-20,2024-W03,76.0,0.0,LOW,1.25
STR_W01,1200080994,2024-01-20,2024-W03,131.0,0.0,AVAILABLE,2.21
STR_W01,2840016014,2024-01-20,2024-W03,139.0,0.0,AVAILABLE,2.3
STR_W01,4900005010,2024-01-20,2024-W03,140.0,0.0,AVAILABLE,2.23
DC_EAST,1200080994,2024-01-20,2024-W03,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-20,2024-W03,174.0,456.0,AVAILABLE,
DC_EAST,4900005010,2024-01-20,2024-W03,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-20,2024-W03,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-20,2024-W03,100.0,204.0,AVAILABLE,
DC_WEST,4900005010,2024-01-20,2024-W03,311.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-21,2024-W03,133.0,0.0,AVAILABLE,2.29
STR_E01,2840016014,2024-01-21,2024-W03,135.0,0.0,AVAILABLE,2.14
STR_E01,4900005010,2024-01-21,2024-W03,116.0,0.0,LOW,1.94
STR_E02,1200080994,2024-01-21,2024-W03,119.0,0.0,LOW,1.97
STR_E02,2840016014,2024-01-21,2024-W03,128.0,0.0,AVAILABLE,2.01
STR_E02,4900005010,2024-01-21,2024-W03,68.0,0.0,LOW,1.12
STR_W01,1200080994,2024-01-21,2024-W03,121.0,0.0,AVAILABLE,2.03
STR_W01,2840016014,2024-01-21,2024-W03,129.0,0.0,AVAILABLE,2.11
STR_W01,4900005010,2024-01-21,2024-W03,132.0,0.0,AVAILABLE,2.12
DC_EAST,1200080994,2024-01-21,2024-W03,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-21,2024-W03,174.0,456.0,AVAILABLE,
DC_EAST,4900005010,2024-01-21,2024-W03,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-21,2024-W03,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-21,2024-W03,100.0,204.0,AVAILABLE,
DC_WEST,4900005010,2024-01-21,2024-W03,311.0,0.0,AVAILABLE,
STR_E01,1200080994,2024-01-22,2024-W04,124.0,0.0,AVAILABLE,2.13
STR_E01,2840016014,2024-01-22,2024-W04,125.0,0.0,LOW,1.97
STR_E01,4900005010,2024-01-22,2024-W04,105.0,0.0,LOW,1.74
STR_E02,1200080994,2024-01-22,2024-W04,110.0,0.0,LOW,1.82
STR_E02,2840016014,2024-01-22,2024-W04,120.0,0.0,LOW,1.9
STR_E02,4900005010,2024-01-22,2024-W04,59.0,0.0,LOW,0.97
STR_W01,1200080994,2024-01-22,2024-W04,114.0,0.0,LOW,1.93
STR_W01,2840016014,2024-01-22,2024-W04,117.0,0.0,LOW,1.89
STR_W01,4900005010,2024-01-22,2024-W04,122.0,0.0,LOW,1.95
DC_EAST,1200080994,2024-01-22,2024-W04,242.0,0.0,AVAILABLE,
DC_EAST,2840016014,2024-01-22,2024-W04,630.0,0.0,AVAILABLE,
DC_EAST,4900005010,2024-01-22,2024-W04,276.0,0.0,AVAILABLE,
DC_WEST,1200080994,2024-01-22,2024-W04,128.0,0.0,AVAILABLE,
DC_WEST,2840016014,2024-01-22,2024-W04,304.0,0.0,AVAILABLE,
DC_WEST,4900005010,2024-01-22,2024-W04,311.0,0.0,AVAILABLE,
