store_id,item_id,date,week,demand_qty,sales_qty,lost_sales_qty,sales_amount
STR_W01,1200080994,2024-01-08,2024-W02,14.0,14.0,0.0,111.86
STR_W01,2840016014,2024-01-08,2024-W02,10.0,10.0,0.0,49.900000000000006
STR_W01,4900005010,2024-01-08,2024-W02,17.0,17.0,0.0,33.83
STR_E01,1200080994,2024-01-09,2024-W02,18.0,18.0,0.0,143.82
STR_E01,2840016014,2024-01-09,2024-W02,15.0,15.0,0.0,74.85000000000001
STR_E01,4900005010,2024-01-09,2024-W02,10.0,10.0,0.0,19.9
STR_E02,1200080994,2024-01-09,2024-W02,17.0,17.0,0.0,135.83
STR_E02,2840016014,2024-01-09,2024-W02,15.0,15.0,0.0,74.85000000000001
STR_E02,4900005010,2024-01-09,2024-W02,11.0,11.0,0.0,21.89
STR_W01,1200080994,2024-01-09,2024-W02,15.0,15.0,0.0,119.85000000000001
STR_W01,2840016014,2024-01-09,2024-W02,10.0,10.0,0.0,49.900000000000006
STR_W01,4900005010,2024-01-09,2024-W02,14.0,14.0,0.0,27.86
STR_E01,1200080994,2024-01-10,2024-W02,16.0,16.0,0.0,127.84
STR_E01,2840016014,2024-01-10,2024-W02,10.0,10.0,0.0,49.900000000000006
STR_E01,4900005010,2024-01-10,2024-W02,15.0,15.0,0.0,29.85
STR_E02,1200080994,2024-01-10,2024-W02,13.0,13.0,0.0,103.87
STR_E02,2840016014,2024-01-10,2024-W02,10.0,10.0,0.0,49.900000000000006
STR_E02,4900005010,2024-01-10,2024-W02,11.0,11.0,0.0,21.89
STR_W01,1200080994,2024-01-10,2024-W02,16.0,16.0,0.0,127.84
STR_W01,2840016014,2024-01-10,2024-W02,11.0,11.0,0.0,54.89
STR_W01,4900005010,2024-01-10,2024-W02,17.0,17.0,0.0,33.83
STR_E01,1200080994,2024-01-11,2024-W02,15.0,15.0,0.0,119.85000000000001
STR_E01,2840016014,2024-01-11,2024-W02,10.0,10.0,0.0,49.900000000000006
STR_E01,4900005010,2024-01-11,2024-W02,14.0,14.0,0.0,27.86
STR_E02,1200080994,2024-01-11,2024-W02,15.0,15.0,0.0,119.85000000000001
STR_E02,2840016014,2024-01-11,2024-W02,14.0,14.0,0.0,69.86
STR_E02,4900005010,2024-01-11,2024-W02,13.0,13.0,0.0,25.87
STR_W01,1200080994,2024-01-11,2024-W02,16.0,16.0,0.0,127.84
STR_W01,2840016014,2024-01-11,2024-W02,11.0,11.0,0.0,54.89
STR_W01,4900005010,2024-01-11,2024-W02,16.0,16.0,0.0,31.84
STR_E01,1200080994,2024-01-12,2024-W02,17.0,17.0,0.0,135.83
STR_E01,2840016014,2024-01-12,2024-W02,11.0,11.0,0.0,54.89
STR_E01,4900005010,2024-01-12,2024-W02,13.0,13.0,0.0,25.87
STR_E02,1200080994,2024-01-12,2024-W02,21.0,21.0,0.0,167.79
STR_E02,2840016014,2024-01-12,2024-W02,12.0,12.0,0.0,59.88
STR_E02,4900005010,2024-01-12,2024-W02,12.0,12.0,0.0,23.88
STR_W01,1200080994,2024-01-12,2024-W02,17.0,17.0,0.0,135.83
STR_W01,2840016014,2024-01-12,2024-W02,12.0,12.0,0.0,59.88
STR_W01,4900005010,2024-01-12,2024-W02,14.0,14.0,0.0,27.86
STR_E01,1200080994,2024-01-13,2024-W02,15.0,15.0,0.0,119.85000000000001
STR_E01,2840016014,2024-01-13,2024-W02,11.0,11.0,0.0,54.89
STR_E01,4900005010,2024-01-13,2024-W02,14.0,14.0,0.0,27.86
STR_E02,1200080994,2024-01-13,2024-W02,19.0,19.0,0.0,151.81
STR_E02,2840016014,2024-01-13,2024-W02,9.0,9.0,0.0,44.910000000000004
STR_E02,4900005010,2024-01-13,2024-W02,20.0,20.0,0.0,39.8
STR_W01,1200080994,2024-01-13,2024-W02,19.0,19.0,0.0,151.81
STR_W01,2840016014,2024-01-13,2024-W02,10.0,10.0,0.0,49.900000000000006
STR_W01,4900005010,2024-01-13,2024-W02,13.0,13.0,0.0,25.87
STR_E01,1200080994,2024-01-14,2024-W02,19.0,19.0,0.0,151.81
STR_E01,2840016014,2024-01-14,2024-W02,12.0,12.0,0.0,59.88
STR_E01,4900005010,2024-01-14,2024-W02,20.0,20.0,0.0,39.8
STR_E02,1200080994,2024-01-14,2024-W02,18.0,18.0,0.0,143.82
STR_E02,2840016014,2024-01-14,2024-W02,11.0,11.0,0.0,54.89
STR_E02,4900005010,2024-01-14,2024-W02,12.0,12.0,0.0,23.88
STR_W01,1200080994,2024-01-14,2024-W02,19.0,19.0,0.0,151.81
STR_W01,2840016014,2024-01-14,2024-W02,9.0,9.0,0.0,44.910000000000004
STR_W01,4900005010,2024-01-14,2024-W02,12.0,12.0,0.0,23.88
STR_E01,1200080994,2024-01-15,2024-W03,15.0,15.0,0.0,119.85000000000001
STR_E01,2840016014,2024-01-15,2024-W03,12.0,12.0,0.0,59.88
STR_E01,4900005010,2024-01-15,2024-W03,12.0,12.0,0.0,23.88
STR_E02,1200080994,2024-01-15,2024-W03,17.0,17.0,0.0,135.83
STR_E02,2840016014,2024-01-15,2024-W03,9.0,9.0,0.0,44.910000000000004
STR_E02,4900005010,2024-01-15,2024-W03,13.0,13.0,0.0,25.87
STR_W01,1200080994,2024-01-15,2024-W03,19.0,19.0,0.0,151.81
STR_W01,2840016014,2024-01-15,2024-W03,9.0,9.0,0.0,44.910000000000004
STR_W01,4900005010,2024-01-15,2024-W03,15.0,15.0,0.0,29.85
STR_E01,1200080994,2024-01-16,2024-W03,18.0,18.0,0.0,143.82
STR_E01,2840016014,2024-01-16,2024-W03,11.0,11.0,0.0,54.89
STR_E01,4900005010,2024-01-16,2024-W03,15.0,15.0,0.0,29.85
STR_E02,1200080994,2024-01-16,2024-W03,18.0,18.0,0.0,143.82
STR_E02,2840016014,2024-01-16,2024-W03,12.0,12.0,0.0,59.88
STR_E02,4900005010,2024-01-16,2024-W03,20.0,20.0,0.0,39.8
STR_W01,1200080994,2024-01-16,2024-W03,18.0,18.0,0.0,143.82
STR_W01,2840016014,2024-01-16,2024-W03,11.0,11.0,0.0,54.89
STR_W01,4900005010,2024-01-16,2024-W03,19.0,19.0,0.0,37.81
STR_E01,1200080994,2024-01-17,2024-W03,16.0,16.0,0.0,127.84
STR_E01,2840016014,2024-01-17,2024-W03,10.0,10.0,0.0,49.900000000000006
STR_E01,4900005010,2024-01-17,2024-W03,18.0,18.0,0.0,35.82
STR_E02,1200080994,2024-01-17,2024-W03,24.0,24.0,0.0,191.76
STR_E02,2840016014,2024-01-17,2024-W03,10.0,10.0,0.0,49.900000000000006
STR_E02,4900005010,2024-01-17,2024-W03,12.0,12.0,0.0,23.88
STR_W01,1200080994,2024-01-17,2024-W03,19.0,19.0,0.0,151.81
STR_W01,2840016014,2024-01-17,2024-W03,12.0,12.0,0.0,59.88
STR_W01,4900005010,2024-01-17,2024-W03,13.0,13.0,0.0,25.87
STR_E01,1200080994,2024-01-18,2024-W03,15.0,15.0,0.0,119.85000000000001
STR_E01,2840016014,2024-01-18,2024-W03,9.0,9.0,0.0,44.910000000000004
STR_E01,4900005010,2024-01-18,2024-W03,14.0,14.0,0.0,27.86
STR_E02,1200080994,2024-01-18,2024-W03,15.0,15.0,0.0,119.85000000000001
STR_E02,2840016014,2024-01-18,2024-W03,13.0,13.0,0.0,64.87
STR_E02,4900005010,2024-01-18,2024-W03,14.0,14.0,0.0,27.86
STR_W01,1200080994,2024-01-18,2024-W03,22.0,22.0,0.0,175.78
STR_W01,2840016014,2024-01-18,2024-W03,10.0,10.0,0.0,49.900000000000006
STR_W01,4900005010,2024-01-18,2024-W03,11.0,11.0,0.0,21.89
STR_E01,1200080994,2024-01-19,2024-W03,15.0,15.0,0.0,119.85000000000001
STR_E01,2840016014,2024-01-19,2024-W03,12.0,12.0,0.0,59.88
STR_E01,4900005010,2024-01-19,2024-W03,18.0,18.0,0.0,35.82
STR_E02,1200080994,2024-01-19,2024-W03,14.0,14.0,0.0,111.86
STR_E02,2840016014,2024-01-19,2024-W03,11.0,11.0,0.0,54.89
STR_E02,4900005010,2024-01-19,2024-W03,15.0,15.0,0.0,29.85
STR_W01,1200080994,2024-01-19,2024-W03,15.0,15.0,0.0,119.85000000000001
STR_W01,2840016014,2024-01-19,2024-W03,8.0,8.0,0.0,39.92
STR_W01,4900005010,2024-01-19,2024-W03,16.0,16.0,0.0,31.84
STR_E01,1200080994,2024-01-20,2024-W03,16.0,16.0,0.0,127.84
STR_E01,2840016014,2024-01-20,2024-W03,13.0,13.0,0.0,64.87
STR_E01,4900005010,2024-01-20,2024-W03,13.0,13.0,0.0,25.87
STR_E02,1200080994,2024-01-20,2024-W03,23.0,23.0,0.0,183.77
STR_E02,2840016014,2024-01-20,2024-W03,13.0,13.0,0.0,64.87
STR_E02,4900005010,2024-01-20,2024-W03,12.0,12.0,0.0,23.88
STR_W01,1200080994,2024-01-20,2024-W03,14.0,14.0,0.0,111.86
STR_W01,2840016014,2024-01-20,2024-W03,11.0,11.0,0.0,54.89
STR_W01,4900005010,2024-01-20,2024-W03,14.0,14.0,0.0,27.86
STR_E01,1200080994,2024-01-21,2024-W03,15.0,15.0,0.0,119.85000000000001
STR_E01,2840016014,2024-01-21,2024-W03,11.0,11.0,0.0,54.89
STR_E01,4900005010,2024-01-21,2024-W03,13.0,13.0,0.0,25.87
STR_E02,1200080994,2024-01-21,2024-W03,18.0,18.0,0.0,143.82
STR_E02,2840016014,2024-01-21,2024-W03,11.0,11.0,0.0,54.89
STR_E02,4900005010,2024-01-21,2024-W03,13.0,13.0,0.0,25.87
STR_W01,1200080994,2024-01-21,2024-W03,19.0,19.0,0.0,151.81
STR_W01,2840016014,2024-01-21,2024-W03,12.0,12.0,0.0,59.88
STR_W01,4900005010,2024-01-21,2024-W03,12.0,12.0,0.0,23.88
STR_E01,1200080994,2024-01-22,2024-W04,19.0,19.0,0.0,151.81
STR_E01,2840016014,2024-01-22,2024-W04,12.0,12.0,0.0,59.88
STR_E01,4900005010,2024-01-22,2024-W04,17.0,17.0,0.0,33.83
STR_E02,1200080994,2024-01-22,2024-W04,17.0,17.0,0.0,135.83
STR_E02,2840016014,2024-01-22,2024-W04,10.0,10.0,0.0,49.900000000000006
STR_E02,4900005010,2024-01-22,2024-W04,15.0,15.0,0.0,29.85
STR_W01,1200080994,2024-01-22,2024-W04,14.0,14.0,0.0,111.86
STR_W01,2840016014,2024-01-22,2024-W04,15.0,15.0,0.0,74.85000000000001
STR_W01,4900005010,2024-01-22,2024-W04,16.0,16.0,0.0,31.84
STR_E01,1200080994,2024-01-23,2024-W04,16.0,16.0,0.0,127.84
STR_E01,2840016014,2024-01-23,2024-W04,10.0,10.0,0.0,49.900000000000006
STR_E01,4900005010,2024-01-23,2024-W04,13.0,13.0,0.0,25.87
STR_E02,1200080994,2024-01-23,2024-W04,21.0,21.0,0.0,167.79
STR_E02,2840016014,2024-01-23,2024-W04,8.0,8.0,0.0,39.92
STR_E02,4900005010,2024-01-23,2024-W04,15.0,15.0,0.0,29.85
STR_W01,1200080994,2024-01-23,2024-W04,17.0,17.0,0.0,135.83
STR_W01,2840016014,2024-01-23,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_W01,4900005010,2024-01-23,2024-W04,14.0,14.0,0.0,27.86
STR_E01,1200080994,2024-01-24,2024-W04,14.0,14.0,0.0,111.86
STR_E01,2840016014,2024-01-24,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_E01,4900005010,2024-01-24,2024-W04,14.0,14.0,0.0,27.86
STR_E02,1200080994,2024-01-24,2024-W04,22.0,22.0,0.0,175.78
STR_E02,2840016014,2024-01-24,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_E02,4900005010,2024-01-24,2024-W04,12.0,12.0,0.0,23.88
STR_W01,1200080994,2024-01-24,2024-W04,16.0,16.0,0.0,127.84
STR_W01,2840016014,2024-01-24,2024-W04,14.0,14.0,0.0,69.86
STR_W01,4900005010,2024-01-24,2024-W04,14.0,14.0,0.0,27.86
STR_E01,1200080994,2024-01-25,2024-W04,18.0,18.0,0.0,143.82
STR_E01,2840016014,2024-01-25,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_E01,4900005010,2024-01-25,2024-W04,13.0,13.0,0.0,25.87
STR_E02,1200080994,2024-01-25,2024-W04,16.0,16.0,0.0,127.84
STR_E02,2840016014,2024-01-25,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_E02,4900005010,2024-01-25,2024-W04,15.0,15.0,0.0,29.85
STR_W01,1200080994,2024-01-25,2024-W04,21.0,21.0,0.0,167.79
STR_W01,2840016014,2024-01-25,2024-W04,11.0,11.0,0.0,54.89
STR_W01,4900005010,2024-01-25,2024-W04,11.0,11.0,0.0,21.89
STR_E01,1200080994,2024-01-26,2024-W04,16.0,16.0,0.0,127.84
STR_E01,2840016014,2024-01-26,2024-W04,11.0,11.0,0.0,54.89
STR_E01,4900005010,2024-01-26,2024-W04,16.0,16.0,0.0,31.84
STR_E02,1200080994,2024-01-26,2024-W04,20.0,20.0,0.0,159.8
STR_E02,2840016014,2024-01-26,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_E02,4900005010,2024-01-26,2024-W04,11.0,11.0,0.0,21.89
STR_W01,1200080994,2024-01-26,2024-W04,18.0,18.0,0.0,143.82
STR_W01,2840016014,2024-01-26,2024-W04,10.0,10.0,0.0,49.900000000000006
STR_W01,4900005010,2024-01-26,2024-W04,14.0,14.0,0.0,27.86
STR_E01,1200080994,2024-01-27,2024-W04,22.0,22.0,0.0,175.78
STR_E01,2840016014,2024-01-27,2024-W04,12.0,12.0,0.0,59.88
STR_E01,4900005010,2024-01-27,2024-W04,14.0,14.0,0.0,27.86
STR_E02,1200080994,2024-01-27,2024-W04,16.0,16.0,0.0,127.84
STR_E02,2840016014,2024-01-27,2024-W04,9.0,9.0,0.0,44.910000000000004
STR_E02,4900005010,2024-01-27,2024-W04,14.0,14.0,0.0,27.86
STR_W01,1200080994,2024-01-27,2024-W04,21.0,21.0,0.0,167.79
STR_W01,2840016014,2024-01-27,2024-W04,10.0,10.0,0.0,49.900000000000006
STR_W01,4900005010,2024-01-27,2024-W04,13.0,13.0,0.0,25.87
STR_E01,1200080994,2024-01-28,2024-W04,76.0,76.0,0.0,607.24
STR_E01,2840016014,2024-01-28,2024-W04,29.0,29.0,0.0,144.71
STR_E01,4900005010,2024-01-28,2024-W04,36.0,36.0,0.0,71.64
STR_E02,1200080994,2024-01-28,2024-W04,78.0,78.0,0.0,623.22
STR_E02,2840016014,2024-01-28,2024-W04,21.0,21.0,0.0,104.79
STR_E02,4900005010,2024-01-28,2024-W04,53.0,53.0,0.0,105.47
STR_W01,1200080994,2024-01-28,2024-W04,77.0,77.0,0.0,615.23
STR_W01,2840016014,2024-01-28,2024-W04,25.0,25.0,0.0,124.75
STR_W01,4900005010,2024-01-28,2024-W04,51.0,51.0,0.0,101.49
STR_E01,1200080994,2024-01-29,2024-W05,70.0,70.0,0.0,559.3000000000001
STR_E01,2840016014,2024-01-29,2024-W05,18.0,18.0,0.0,89.82000000000001
STR_E01,4900005010,2024-01-29,2024-W05,45.0,45.0,0.0,89.55
STR_E02,1200080994,2024-01-29,2024-W05,67.0,67.0,0.0,535.33
STR_E02,2840016014,2024-01-29,2024-W05,29.0,29.0,0.0,144.71
STR_E02,4900005010,2024-01-29,2024-W05,52.0,52.0,0.0,103.48
STR_W01,1200080994,2024-01-29,2024-W05,69.0,69.0,0.0,551.3100000000001
STR_W01,2840016014,2024-01-29,2024-W05,21.0,21.0,0.0,104.79
STR_W01,4900005010,2024-01-29,2024-W05,43.0,43.0,0.0,85.57
STR_E01,1200080994,2024-01-30,2024-W05,71.0,71.0,0.0,567.29
STR_E01,2840016014,2024-01-30,2024-W05,30.0,30.0,0.0,149.70000000000002
STR_E01,4900005010,2024-01-30,2024-W05,42.0,42.0,0.0,83.58
STR_E02,1200080994,2024-01-30,2024-W05,78.0,78.0,0.0,623.22
STR_E02,2840016014,2024-01-30,2024-W05,26.0,26.0,0.0,129.74
STR_E02,4900005010,2024-01-30,2024-W05,50.0,50.0,0.0,99.5
STR_W01,1200080994,2024-01-30,2024-W05,66.0,66.0,0.0,527.34
STR_W01,2840016014,2024-01-30,2024-W05,22.0,22.0,0.0,109.78
STR_W01,4900005010,2024-01-30,2024-W05,47.0,47.0,0.0,93.53
STR_E01,1200080994,2024-01-31,2024-W05,61.0,61.0,0.0,487.39
STR_E01,2840016014,2024-01-31,2024-W05,24.0,24.0,0.0,119.76
STR_E01,4900005010,2024-01-31,2024-W05,40.0,40.0,0.0,79.6
STR_E02,1200080994,2024-01-31,2024-W05,65.0,65.0,0.0,519.35
STR_E02,2840016014,2024-01-31,2024-W05,26.0,26.0,0.0,129.74
STR_E02,4900005010,2024-01-31,2024-W05,48.0,48.0,0.0,95.52
STR_W01,1200080994,2024-01-31,2024-W05,63.0,63.0,0.0,503.37
STR_W01,2840016014,2024-01-31,2024-W05,24.0,24.0,0.0,119.76
STR_W01,4900005010,2024-01-31,2024-W05,42.0,42.0,0.0,83.58
STR_E01,1200080994,2024-02-01,2024-W05,60.0,60.0,0.0,479.40000000000003
STR_E01,2840016014,2024-02-01,2024-W05,23.0,23.0,0.0,114.77000000000001
STR_E01,4900005010,2024-02-01,2024-W05,52.0,52.0,0.0,103.48
STR_E02,1200080994,2024-02-01,2024-W05,82.0,82.0,0.0,655.1800000000001
STR_E02,2840016014,2024-02-01,2024-W05,26.0,26.0,0.0,129.74
STR_E02,4900005010,2024-02-01,2024-W05,39.0,39.0,0.0,77.61
STR_W01,1200080994,2024-02-01,2024-W05,82.0,82.0,0.0,655.1800000000001
STR_W01,2840016014,2024-02-01,2024-W05,19.0,19.0,0.0,94.81
STR_W01,4900005010,2024-02-01,2024-W05,54.0,54.0,0.0,107.46
STR_E01,1200080994,2024-02-02,2024-W05,73.0,73.0,0.0,583.27
STR_E01,2840016014,2024-02-02,2024-W05,33.0,33.0,0.0,164.67000000000002
STR_E01,4900005010,2024-02-02,2024-W05,49.0,49.0,0.0,97.51
STR_E02,1200080994,2024-02-02,2024-W05,75.0,75.0,0.0,599.25
STR_E02,2840016014,2024-02-02,2024-W05,26.0,26.0,0.0,129.74
STR_E02,4900005010,2024-02-02,2024-W05,41.0,41.0,0.0,81.59
STR_W01,1200080994,2024-02-02,2024-W05,64.0,64.0,0.0,511.36
STR_W01,2840016014,2024-02-02,2024-W05,30.0,30.0,0.0,149.70000000000002
STR_W01,4900005010,2024-02-02,2024-W05,57.0,57.0,0.0,113.42999999999999
STR_E01,1200080994,2024-02-03,2024-W05,60.0,60.0,0.0,479.40000000000003
STR_E01,2840016014,2024-02-03,2024-W05,26.0,22.0,4.0,109.78
STR_E01,4900005010,2024-02-03,2024-W05,45.0,45.0,0.0,89.55
STR_E02,1200080994,2024-02-03,2024-W05,78.0,78.0,0.0,623.22
STR_E02,2840016014,2024-02-03,2024-W05,28.0,28.0,0.0,139.72
STR_E02,4900005010,2024-02-03,2024-W05,54.0,54.0,0.0,107.46
STR_W01,1200080994,2024-02-03,2024-W05,63.0,63.0,0.0,503.37
STR_W01,2840016014,2024-02-03,2024-W05,22.0,22.0,0.0,109.78
STR_W01,4900005010,2024-02-03,2024-W05,48.0,48.0,0.0,95.52
STR_E01,1200080994,2024-02-04,2024-W05,55.0,55.0,0.0,439.45
STR_E01,2840016014,2024-02-04,2024-W05,26.0,0.0,26.0,0.0
STR_E01,4900005010,2024-02-04,2024-W05,38.0,38.0,0.0,75.62
STR_E02,1200080994,2024-02-04,2024-W05,59.0,59.0,0.0,471.41
STR_E02,2840016014,2024-02-04,2024-W05,23.0,8.0,15.0,39.92
STR_E02,4900005010,2024-02-04,2024-W05,40.0,40.0,0.0,79.6
STR_W01,1200080994,2024-02-04,2024-W05,56.0,56.0,0.0,447.44
STR_W01,2840016014,2024-02-04,2024-W05,24.0,7.0,17.0,34.93
STR_W01,4900005010,2024-02-04,2024-W05,40.0,40.0,0.0,79.6
STR_E01,1200080994,2024-02-05,2024-W06,54.0,54.0,0.0,431.46000000000004
STR_E01,2840016014,2024-02-05,2024-W06,15.0,0.0,15.0,0.0
STR_E01,4900005010,2024-02-05,2024-W06,26.0,26.0,0.0,51.74
STR_E02,1200080994,2024-02-05,2024-W06,61.0,14.0,47.0,111.86
STR_E02,2840016014,2024-02-05,2024-W06,19.0,0.0,19.0,0.0
STR_E02,4900005010,2024-02-05,2024-W06,31.0,31.0,0.0,61.69
STR_W01,1200080994,2024-02-05,2024-W06,48.0,48.0,0.0,383.52
STR_W01,2840016014,2024-02-05,2024-W06,21.0,0.0,21.0,0.0
STR_W01,4900005010,2024-02-05,2024-W06,31.0,31.0,0.0,61.69
STR_E01,1200080994,2024-02-06,2024-W06,36.0,36.0,0.0,287.64
STR_E01,2840016014,2024-02-06,2024-W06,14.0,14.0,0.0,69.86
STR_E01,4900005010,2024-02-06,2024-W06,37.0,37.0,0.0,73.63
STR_E02,1200080994,2024-02-06,2024-W06,40.0,40.0,0.0,319.6
STR_E02,2840016014,2024-02-06,2024-W06,12.0,12.0,0.0,59.88
STR_E02,4900005010,2024-02-06,2024-W06,33.0,33.0,0.0,65.67
STR_W01,1200080994,2024-02-06,2024-W06,46.0,46.0,0.0,367.54
STR_W01,2840016014,2024-02-06,2024-W06,13.0,13.0,0.0,64.87
STR_W01,4900005010,2024-02-06,2024-W06,35.0,35.0,0.0,69.65
STR_E01,1200080994,2024-02-07,2024-W06,33.0,33.0,0.0,263.67
STR_E01,2840016014,2024-02-07,2024-W06,14.0,14.0,0.0,69.86
STR_E01,4900005010,2024-02-07,2024-W06,21.0,21.0,0.0,41.79
STR_E02,1200080994,2024-02-07,2024-W06,32.0,32.0,0.0,255.68
STR_E02,2840016014,2024-02-07,2024-W06,10.0,10.0,0.0,49.900000000000006
STR_E02,4900005010,2024-02-07,2024-W06,17.0,17.0,0.0,33.83
STR_W01,1200080994,2024-02-07,2024-W06,33.0,33.0,0.0,263.67
STR_W01,2840016014,2024-02-07,2024-W06,9.0,9.0,0.0,44.910000000000004
